Timestamp,Bld_64_DDC_1.1_S.Air_Temp(°C)
30/08/2017 15:30,20.9
30/08/2017 15:45,20.8
30/08/2017 16:00,21.9
30/08/2017 16:15,24.7
30/08/2017 16:30,24.6
30/08/2017 16:45,23.8
30/08/2017 17:00,22.5
30/08/2017 17:15,21.3
30/08/2017 17:30,20.9
30/08/2017 17:45,20.2
30/08/2017 18:00,21.6
30/08/2017 18:15,20.7
30/08/2017 18:30,23
30/08/2017 18:45,25.2
30/08/2017 19:00,24.5
30/08/2017 19:15,24.1
30/08/2017 19:30,21.5
30/08/2017 19:45,22
30/08/2017 20:00,22.1
30/08/2017 20:15,23.5
30/08/2017 20:30,20.6
30/08/2017 20:45,18.9
30/08/2017 21:00,17.9
30/08/2017 21:15,17.2
30/08/2017 21:30,16.6
30/08/2017 21:45,16.1
30/08/2017 22:00,15.7
30/08/2017 22:15,15.3
30/08/2017 22:30,15
30/08/2017 22:45,14.6
30/08/2017 23:00,14.3
30/08/2017 23:15,14
30/08/2017 23:30,13.7
30/08/2017 23:45,13.5
31/08/2017 0:00,13.2
31/08/2017 0:15,12.9
31/08/2017 0:30,12.7
31/08/2017 0:45,12.4
31/08/2017 1:00,12.2
31/08/2017 1:15,12
31/08/2017 1:30,11.9
31/08/2017 1:45,11.7
31/08/2017 2:00,11.6
31/08/2017 2:15,11.6
31/08/2017 2:30,11.6
31/08/2017 2:45,11.6
31/08/2017 3:00,11.5
31/08/2017 3:15,11.5
31/08/2017 3:30,11.4
31/08/2017 3:45,11.3
31/08/2017 4:00,11.1
31/08/2017 4:15,11.2
31/08/2017 4:30,11.4
31/08/2017 4:45,11.3
31/08/2017 5:00,11.1
31/08/2017 5:15,10.8
31/08/2017 5:30,10.7
31/08/2017 5:45,10.7
31/08/2017 6:00,10.7
31/08/2017 6:15,11
31/08/2017 6:30,11.1
31/08/2017 6:45,11.1
31/08/2017 7:00,11
31/08/2017 7:15,11
31/08/2017 7:30,11
31/08/2017 7:45,11.1
31/08/2017 8:00,11.1
31/08/2017 8:15,16.9
31/08/2017 8:30,21.2
31/08/2017 8:45,22.3
31/08/2017 9:00,22.8
31/08/2017 9:15,20.9
31/08/2017 9:30,21.5
31/08/2017 9:45,21.4
31/08/2017 10:00,22.1
31/08/2017 10:15,21.6
31/08/2017 10:30,21.7
31/08/2017 10:45,22.4
31/08/2017 11:00,22.3
31/08/2017 11:15,23.5
31/08/2017 11:30,20.8
31/08/2017 11:45,22
31/08/2017 12:00,21.3
31/08/2017 12:15,24.5
31/08/2017 12:30,22.9
31/08/2017 12:45,24.4
31/08/2017 13:00,23.2
31/08/2017 13:15,20.7
31/08/2017 13:30,21.2
31/08/2017 13:45,21.8
31/08/2017 14:00,23.8
31/08/2017 14:15,20.4
31/08/2017 14:30,20.6
31/08/2017 14:45,21.9
31/08/2017 15:00,24.3
31/08/2017 15:15,21.8
31/08/2017 15:30,20.9
31/08/2017 15:45,21.9
31/08/2017 16:00,21.3
31/08/2017 16:15,21.3
31/08/2017 16:30,21
31/08/2017 16:45,21.4
31/08/2017 17:00,23
31/08/2017 17:15,22.8
31/08/2017 17:30,20.7
31/08/2017 17:45,21.4
31/08/2017 18:00,23
31/08/2017 18:15,24.4
31/08/2017 18:30,24.5
31/08/2017 18:45,23.4
31/08/2017 19:00,19.9
31/08/2017 19:15,21
31/08/2017 19:30,23.5
31/08/2017 19:45,20.5
31/08/2017 20:00,22.8
31/08/2017 20:15,21.5
