Timestamp,Bld_64_DDC_1.1_S.Air_Temp(°C)
15/10/2017 16:30,17.4
15/10/2017 16:45,17.5
15/10/2017 17:00,17.6
15/10/2017 17:15,17.9
15/10/2017 17:30,18
15/10/2017 17:45,18
15/10/2017 18:00,18.1
15/10/2017 18:15,18
15/10/2017 18:30,18
15/10/2017 18:45,18
15/10/2017 19:00,18
15/10/2017 19:15,17.9
15/10/2017 19:30,17.8
15/10/2017 19:45,17.6
15/10/2017 20:00,17.4
15/10/2017 20:15,17.2
15/10/2017 20:30,17
15/10/2017 20:45,16.8
15/10/2017 21:00,16.6
15/10/2017 21:15,16.5
15/10/2017 21:30,16.3
15/10/2017 21:45,16.1
15/10/2017 22:00,16
15/10/2017 22:15,15.9
15/10/2017 22:30,15.8
15/10/2017 22:45,15.7
15/10/2017 23:00,15.6
15/10/2017 23:15,15.5
15/10/2017 23:30,15.4
15/10/2017 23:45,15.2
16/10/2017 0:00,15.2
16/10/2017 0:15,15.1
16/10/2017 0:30,15
16/10/2017 0:45,14.9
16/10/2017 1:00,14.8
16/10/2017 1:15,14.7
16/10/2017 1:30,14.6
16/10/2017 1:45,14.5
16/10/2017 2:00,14.5
16/10/2017 2:15,14.5
16/10/2017 2:30,14.5
16/10/2017 2:45,14.4
16/10/2017 3:00,14.4
16/10/2017 3:15,14.3
16/10/2017 3:30,14.2
16/10/2017 3:45,14.2
16/10/2017 4:00,14.1
16/10/2017 4:15,14.1
16/10/2017 4:30,14
16/10/2017 4:45,14
16/10/2017 5:00,14
16/10/2017 5:15,13.9
16/10/2017 5:30,13.9
16/10/2017 5:45,13.8
16/10/2017 6:00,13.7
16/10/2017 6:15,13.7
16/10/2017 6:30,13.7
16/10/2017 6:45,13.7
16/10/2017 7:00,13.7
16/10/2017 7:15,13.7
16/10/2017 7:30,13.7
16/10/2017 7:45,13.7
16/10/2017 8:00,13.7
16/10/2017 8:15,22.2
16/10/2017 8:30,23.8
16/10/2017 8:45,23.8
16/10/2017 9:00,23.8
16/10/2017 9:15,23.6
16/10/2017 9:30,24.4
16/10/2017 9:45,24.6
16/10/2017 10:00,22
16/10/2017 10:15,23.8
16/10/2017 10:30,22
16/10/2017 10:45,22.6
16/10/2017 11:00,23.8
16/10/2017 11:15,21.7
16/10/2017 11:30,21.7
16/10/2017 11:45,22
16/10/2017 12:00,22.4
16/10/2017 12:15,21.7
16/10/2017 12:30,21
16/10/2017 12:45,20.8
16/10/2017 13:00,20.9
16/10/2017 13:15,20.4
16/10/2017 13:30,19.9
16/10/2017 13:45,20.2
16/10/2017 14:00,19.6
16/10/2017 14:15,19.6
16/10/2017 14:30,19.9
16/10/2017 14:45,20
16/10/2017 15:00,20.2
16/10/2017 15:15,19.5
16/10/2017 15:30,19.9
16/10/2017 15:45,19.7
16/10/2017 16:00,19.5
