Timestamp,Bld_64_DDC_1.1_S.Air_Temp(°C)
31/01/2018 16:30,19.1
31/01/2018 16:45,20.6
31/01/2018 17:00,22.4
31/01/2018 17:15,23.2
31/01/2018 17:30,22.3
31/01/2018 17:45,21.8
31/01/2018 18:00,21.3
31/01/2018 18:15,20.7
31/01/2018 18:30,20.6
31/01/2018 18:45,20.5
31/01/2018 19:00,21.5
31/01/2018 19:15,21.7
31/01/2018 19:30,21.5
31/01/2018 19:45,20.8
31/01/2018 20:00,20.5
31/01/2018 20:15,20.6
31/01/2018 20:30,20.9
31/01/2018 20:45,21
31/01/2018 21:00,20.9
31/01/2018 21:15,21
31/01/2018 21:30,21.1
31/01/2018 21:45,21
31/01/2018 22:00,20.9
31/01/2018 22:15,20.9
31/01/2018 22:30,20.8
31/01/2018 22:45,20.8
31/01/2018 23:00,20.7
31/01/2018 23:15,20.6
31/01/2018 23:30,20.5
31/01/2018 23:45,20.4
1/02/2018 0:00,20.3
1/02/2018 0:15,20.2
1/02/2018 0:30,20.1
1/02/2018 0:45,19.9
1/02/2018 1:00,19.6
1/02/2018 1:15,19.5
1/02/2018 1:30,19.4
1/02/2018 1:45,19.1
1/02/2018 2:00,18.9
1/02/2018 2:15,18.7
1/02/2018 2:30,18.6
1/02/2018 2:45,18.4
1/02/2018 3:00,18.2
1/02/2018 3:15,18.1
1/02/2018 3:30,18
1/02/2018 3:45,17.8
1/02/2018 4:00,17.7
1/02/2018 4:15,17.6
1/02/2018 4:30,17.6
1/02/2018 4:45,17.7
1/02/2018 5:00,17.8
1/02/2018 5:15,18
1/02/2018 5:30,17.9
1/02/2018 5:45,17.9
1/02/2018 6:00,17.8
1/02/2018 6:15,17.7
1/02/2018 6:30,17.7
1/02/2018 6:45,17.6
1/02/2018 7:00,17.5
1/02/2018 7:15,17.5
1/02/2018 7:30,17.6
1/02/2018 7:45,17.7
1/02/2018 8:00,17.8
1/02/2018 8:15,20.5
1/02/2018 8:30,25.8
1/02/2018 8:45,23.9
1/02/2018 9:00,22.1
1/02/2018 9:15,23.7
1/02/2018 9:30,22.3
1/02/2018 9:45,22
1/02/2018 10:00,22.2
1/02/2018 10:15,22.3
1/02/2018 10:30,22.2
1/02/2018 10:45,22.3
1/02/2018 11:00,22.6
1/02/2018 11:15,22.8
1/02/2018 11:30,22.3
1/02/2018 11:45,21.6
1/02/2018 12:00,21.3
1/02/2018 12:15,21
1/02/2018 12:30,20.9
1/02/2018 12:45,21.4
1/02/2018 13:00,21
1/02/2018 13:15,21.1
1/02/2018 13:30,21.1
1/02/2018 13:45,20.9
1/02/2018 14:00,20.8
1/02/2018 14:15,20.8
1/02/2018 14:30,20.8
1/02/2018 14:45,20.9
1/02/2018 15:00,20.8
1/02/2018 15:15,20.7
1/02/2018 15:30,20.7
1/02/2018 15:45,20.8
1/02/2018 16:00,20.8
1/02/2018 16:15,20.4
1/02/2018 16:30,20.3
1/02/2018 16:45,20.7
1/02/2018 17:00,20.7
1/02/2018 17:15,20.6
1/02/2018 17:30,20.6
1/02/2018 17:45,20.5
1/02/2018 18:00,20.5
1/02/2018 18:15,20.4
1/02/2018 18:30,20.6
1/02/2018 18:45,20.6
1/02/2018 19:00,20.5
1/02/2018 19:15,23.4
1/02/2018 19:30,21.5
1/02/2018 19:45,21.6
1/02/2018 20:00,21.6
1/02/2018 20:15,21.4
1/02/2018 20:30,20.8
1/02/2018 20:45,20.7
1/02/2018 21:00,21.3
1/02/2018 21:15,21.2
1/02/2018 21:30,20.4
1/02/2018 21:45,20.3
1/02/2018 22:00,20.9
1/02/2018 22:15,21.7
1/02/2018 22:30,21.6
1/02/2018 22:45,21
1/02/2018 23:00,21.4
1/02/2018 23:15,20.9
1/02/2018 23:30,21.8
1/02/2018 23:45,21.4
2/02/2018 0:00,21.4
2/02/2018 0:15,21.5
2/02/2018 0:30,21.5
2/02/2018 0:45,21.3
2/02/2018 1:00,21.2
2/02/2018 1:15,21
2/02/2018 1:30,21
2/02/2018 1:45,20.9
2/02/2018 2:00,20.8
2/02/2018 2:15,20.7
2/02/2018 2:30,20.6
2/02/2018 2:45,20.5
2/02/2018 3:00,20.3
2/02/2018 3:15,20.2
2/02/2018 3:30,20.1
2/02/2018 3:45,19.9
2/02/2018 4:00,19.7
2/02/2018 4:15,19.8
2/02/2018 4:30,19.5
2/02/2018 4:45,19.4
2/02/2018 5:00,19.2
2/02/2018 5:15,19.1
2/02/2018 5:30,19
2/02/2018 5:45,18.9
2/02/2018 6:00,18.8
2/02/2018 6:15,18.9
2/02/2018 6:30,18.8
2/02/2018 6:45,18.9
