Timestamp,Bld_64_DDC_1.1_S.Air_Temp(°C)
20/07/2017 15:30,25.2
20/07/2017 15:45,25.3
20/07/2017 16:00,20.6
20/07/2017 16:15,25.4
20/07/2017 16:30,20.4
20/07/2017 16:45,25.3
20/07/2017 17:00,20.5
20/07/2017 17:15,25.2
20/07/2017 17:30,23.1
20/07/2017 17:45,25.4
20/07/2017 18:00,25.2
20/07/2017 18:15,25.4
20/07/2017 18:30,24.4
20/07/2017 18:45,25.4
20/07/2017 19:00,25.7
20/07/2017 19:15,23.8
20/07/2017 19:30,25.8
20/07/2017 19:45,20.4
20/07/2017 20:00,24.6
20/07/2017 20:15,25.4
20/07/2017 20:30,24.6
20/07/2017 20:45,23.8
20/07/2017 21:00,25.5
20/07/2017 21:15,20.3
20/07/2017 21:30,25.3
20/07/2017 21:45,25.6
20/07/2017 22:00,20.2
20/07/2017 22:15,24.5
20/07/2017 22:30,25.6
20/07/2017 22:45,24.3
20/07/2017 23:00,24.7
20/07/2017 23:15,24.9
20/07/2017 23:30,20.2
20/07/2017 23:45,23.1
21/07/2017 0:00,19.8
21/07/2017 0:15,18.1
21/07/2017 0:30,17
21/07/2017 0:45,16.3
21/07/2017 1:00,15.6
21/07/2017 1:15,15.2
21/07/2017 1:30,14.7
21/07/2017 1:45,14.4
21/07/2017 2:00,13.9
21/07/2017 2:15,13.5
21/07/2017 2:30,13.2
21/07/2017 2:45,12.9
21/07/2017 3:00,12.6
21/07/2017 3:15,12.3
21/07/2017 3:30,12.1
21/07/2017 3:45,12
21/07/2017 4:00,11.7
21/07/2017 4:15,11.5
21/07/2017 4:30,11.3
21/07/2017 4:45,11.1
21/07/2017 5:00,11
21/07/2017 5:15,10.8
21/07/2017 5:30,10.5
21/07/2017 5:45,10.3
21/07/2017 6:00,10.3
21/07/2017 6:15,10.9
21/07/2017 6:30,10.9
21/07/2017 6:45,10.4
21/07/2017 7:00,10.2
21/07/2017 7:15,10.1
21/07/2017 7:30,9.9
21/07/2017 7:45,9.9
21/07/2017 8:00,10.1
21/07/2017 8:15,21.6
21/07/2017 8:30,23.3
21/07/2017 8:45,24.8
21/07/2017 9:00,25.2
21/07/2017 9:15,25.4
21/07/2017 9:30,25.4
21/07/2017 9:45,25.2
21/07/2017 10:00,22.9
21/07/2017 10:15,26.5
21/07/2017 10:30,27.6
