"","start_temp","outside_temp","SA_temp","rate"
"1",21.2,12.3,25,-0.0266666666666666
"2",20.8,12.1,25.7,-0.12
"3",19,12.1,23.8,-0.113333333333333
"4",17.3,11.6,21.1,-0.0733333333333334
"5",16.2,11.5,19.5,-0.0466666666666666
"6",15.5,11.5,18.5,-0.0333333333333333
"7",15,11.3,17.7,-0.0266666666666667
"8",14.6,11.1,17.2,-0.0199999999999999
"9",14.3,11.1,16.7,-0.0133333333333334
"11",14.1,11.2,15.9,-0.00666666666666664
"12",14,11,15.6,-0.02
"14",13.7,11.1,15,-0.00666666666666664
"17",13.6,11.2,14.2,-0.00666666666666664
"18",13.5,11.2,14,-0.00666666666666664
"20",13.4,10.9,13.6,-0.00666666666666664
"26",13.3,10.9,12.9,-0.00666666666666676
"28",13.2,10.9,12.8,-0.00666666666666664
"30",13.1,10.5,12.6,-0.00666666666666664
"31",13,10.7,12.6,-0.00666666666666664
"34",12.9,10.7,12.4,0.00666666666666664
"36",13,10.8,12.5,-0.00666666666666664
"38",12.9,10.5,12.4,-0.00666666666666664
"40",12.8,10.6,12.3,-0.00666666666666676
"41",21.1,10.8,24.2,-0.193333333333333
"42",18.2,10.4,22.4,-0.12
"43",16.4,10,20.5,-0.0733333333333332
"44",15.3,10.2,18.9,-0.0466666666666667
"45",14.6,10,17.9,-0.0333333333333333
"46",14.1,10.3,17.2,-0.0266666666666667
"47",13.7,10.2,16.6,-0.0133333333333333
"48",13.5,9.9,16,-0.0133333333333333
"49",13.3,9.2,15.6,-0.0133333333333334
"50",13.1,9.4,15.2,-0.0133333333333333
"51",12.9,9.5,14.8,-0.0133333333333334
"53",12.7,9.1,14.3,-0.00666666666666664
"54",12.6,9.3,13.8,-0.00666666666666664
"55",12.5,9.1,13.5,-0.00666666666666664
"56",12.4,8.9,13.2,-0.00666666666666664
"58",12.3,8.9,12.9,-0.00666666666666676
"59",12.2,8.7,12.6,-0.00666666666666664
"60",12.1,8.8,12.3,-0.00666666666666664
"61",12,8.7,12.1,-0.00666666666666664
"62",11.9,8.6,11.9,-0.00666666666666664
"63",11.8,8.4,11.7,-0.00666666666666676
"64",21,7.9,25.2,-0.22
"65",17.7,8.1,23.8,-0.146666666666667
"66",15.5,7.6,20.1,-0.0933333333333334
"67",14.1,7.5,18,-0.0533333333333333
"68",13.3,7.9,16.7,-0.0400000000000001
"69",12.7,7.8,15.9,-0.0333333333333333
"70",12.2,7.5,15.2,-0.0199999999999999
"71",11.9,7.5,14.6,-0.02
"72",11.6,7.5,14.2,-0.00666666666666664
"73",11.5,7.5,13.7,-0.02
"74",11.2,7,13.3,-0.00666666666666664
"75",11.1,6.8,12.9,-0.00666666666666664
"76",11,6.7,12.7,-0.0133333333333333
"78",10.8,6.5,12.1,-0.00666666666666676
"80",10.7,6.5,11.7,-0.00666666666666664
"81",10.6,6.2,11.5,-0.00666666666666664
"82",10.5,6.1,11.4,-0.0133333333333333
"83",10.3,5.7,11.2,-0.02
"84",10,5.5,11.1,-0.00666666666666664
"85",9.9,4.9,10.8,-0.0133333333333334
"86",9.7,4.7,10.5,-0.0133333333333333
"87",9.5,4.7,10.3,-0.00666666666666664
"88",9.4,5,10.1,-0.0133333333333334
"89",9.2,5,10,-0.00666666666666664
"90",9.1,5.3,9.8,-0.0133333333333333
"93",8.9,5.2,9.3,-0.00666666666666664
"94",8.8,5.1,9.1,-0.00666666666666676
"95",8.7,5.3,9,0.00666666666666676
"96",8.8,5.5,8.8,-0.00666666666666676
"98",21.2,12.3,23.1,-0.02
"99",20.9,12.4,25.3,-0.16
"100",18.5,12.3,24.4,-0.1
"101",17,12.3,21.4,-0.0666666666666667
"102",16,12.2,19.7,-0.04
"103",15.4,12.3,18.7,-0.0333333333333333
"104",14.9,12.2,17.9,-0.0133333333333334
"105",14.7,12,17.4,-0.0199999999999999
"106",14.4,12.2,16.8,-0.02
"107",14.1,12,16.5,-0.00666666666666664
"108",14,11.7,16.1,-0.00666666666666664
"109",13.9,11.5,15.9,-0.0133333333333334
"110",13.7,11.4,15.6,-0.0133333333333333
"111",13.5,11,15.3,-0.0133333333333333
"112",13.3,11.1,15.2,-0.00666666666666676
"113",13.2,10.9,14.9,-0.00666666666666664
"115",13.1,11.4,14.3,-0.00666666666666664
"117",13,11,13.7,-0.00666666666666664
"118",12.9,11,13.5,-0.00666666666666664
"119",12.8,10.9,13.3,-0.00666666666666676
"120",12.7,11,13.1,0.00666666666666676
"121",12.8,10.9,12.9,-0.00666666666666676
"127",12.7,12.2,12.3,0.00666666666666676
"131",21,13.5,25.4,-0.126666666666667
"132",19.1,13.5,24.8,-0.0933333333333335
"133",17.7,13.5,22.1,-0.0533333333333334
"134",16.9,13.5,20.3,-0.0399999999999999
"135",16.3,13.3,19.4,-0.0333333333333333
"136",15.8,13.3,18.7,-0.0133333333333334
"137",15.6,13.2,18.1,-0.0199999999999999
"138",15.3,13.3,17.6,-0.00666666666666676
"139",15.2,13.2,17.3,-0.0133333333333333
"140",15,13.1,16.9,-0.00666666666666664
"141",14.9,13.3,16.6,-0.00666666666666664
"145",14.8,12.9,15.5,-0.00666666666666676
"146",14.7,13,15.3,-0.00666666666666664
"148",14.6,13,14.9,-0.00666666666666664
"150",14.5,13.2,14.5,-0.00666666666666664
"152",14.4,13.1,14.3,-0.00666666666666664
"154",14.3,13,14.1,-0.00666666666666676
"155",14.2,13.1,14,0.00666666666666676
"156",14.3,12.9,14,-0.00666666666666676
"157",14.2,12.8,13.9,-0.00666666666666664
"161",14.1,12.5,13.7,-0.00666666666666664
"164",14,12.2,13.5,-0.00666666666666664
"165",13.9,12.2,13.4,-0.00666666666666664
"169",13.8,11.8,13.2,-0.00666666666666676
"172",13.7,11.6,13,-0.00666666666666664
"174",13.6,11.3,13,-0.00666666666666664
"177",13.5,11.6,12.9,-0.00666666666666664
"181",21.2,11.7,22.1,-0.166666666666667
"182",18.7,11.6,21.8,-0.113333333333333
"183",17,11.3,20.6,-0.0866666666666667
"184",15.7,11,19.3,-0.0466666666666666
"185",15,10.8,18.2,-0.0333333333333333
"186",14.5,10.6,17.4,-0.02
"187",14.2,10.5,16.8,-0.0133333333333333
"188",14,10.4,16.4,-0.02
"189",13.7,10.5,15.9,-0.00666666666666664
"190",13.6,10.3,15.5,-0.0133333333333333
"191",13.4,10.2,15.1,-0.00666666666666664
"192",13.3,10,14.7,-0.00666666666666676
"193",13.2,10,14.5,-0.00666666666666664
"194",13.1,9.9,14.2,-0.0133333333333333
"195",12.9,9.4,13.9,-0.00666666666666664
"196",12.8,9.5,13.7,-0.0133333333333334
"197",12.6,9.5,13.4,-0.00666666666666664
"199",12.5,9.2,12.9,-0.00666666666666664
"201",12.4,9.4,12.5,-0.00666666666666664
"202",12.3,9.3,12.3,-0.00666666666666676
"203",12.2,9.1,12.2,-0.00666666666666664
"204",12.1,9.2,12,-0.00666666666666664
"207",12,9.1,11.8,-0.00666666666666664
"208",11.9,8.8,11.6,-0.00666666666666664
"209",11.8,8.9,11.5,-0.00666666666666676
"210",11.7,8.7,11.4,-0.00666666666666664
"215",11.6,8.2,11.2,-0.00666666666666664
"216",11.5,8.3,11.1,-0.00666666666666664
"217",11.4,8.4,11.1,-0.00666666666666664
"218",11.3,8.3,11,-0.00666666666666676
"219",11.2,8.1,10.9,-0.00666666666666664
"220",11.1,8,10.9,-0.00666666666666664
"222",11,7.7,11.1,-0.00666666666666664
"223",21.2,10.3,21.5,-0.22
"224",17.9,10.3,21.3,-0.126666666666667
"225",16,10.5,19.9,-0.0799999999999999
"226",14.8,10.5,18.5,-0.0400000000000001
"227",14.2,10.5,17.4,-0.0266666666666666
"228",13.8,10.3,16.7,-0.02
"229",13.5,10,16.1,-0.0133333333333333
"230",13.3,10.2,15.6,-0.0133333333333334
"231",13.1,10.4,15.2,-0.00666666666666664
"232",13,10.3,14.7,-0.00666666666666664
"233",12.9,10.1,14.4,-0.0133333333333334
"234",12.7,9.9,14.1,-0.00666666666666664
"235",12.6,10.1,13.7,-0.00666666666666664
"238",12.5,9.2,12.9,-0.0133333333333333
"239",12.3,9.3,12.7,-0.00666666666666676
"240",12.2,9.1,12.4,0.00666666666666676
"241",12.3,9,12.2,-0.00666666666666676
"242",12.2,9.3,12.1,-0.00666666666666664
"243",12.1,9.3,12,-0.00666666666666664
"246",12,9.6,11.6,-0.00666666666666664
"247",20.9,9.8,20.5,-0.186666666666666
"248",18.1,9.8,23,-0.133333333333333
"249",16.1,9.7,20,-0.0866666666666667
"250",14.8,9.7,18.2,-0.0466666666666667
"251",14.1,9.5,17.2,-0.04
"252",13.5,9.5,16.5,-0.0133333333333333
"253",13.3,9.5,15.9,-0.0266666666666667
"254",12.9,9.4,15.3,-0.02
"255",12.6,9.4,14.9,-0.00666666666666664
"257",12.5,9.3,14.1,-0.0133333333333333
"258",12.3,9.1,13.7,-0.00666666666666676
"259",12.2,9,13.3,-0.00666666666666664
"260",12.1,9.1,13,-0.0133333333333333
"262",11.9,9.1,12.4,-0.00666666666666664
"264",11.8,9,12,-0.0133333333333334
"266",11.6,8.7,11.6,-0.00666666666666664
"267",11.5,8.7,11.5,-0.00666666666666664
"270",11.4,8.6,11.1,-0.00666666666666664
"271",11.3,8.6,11,-0.00666666666666676
"272",11.2,8.8,10.9,0.00666666666666676
"273",11.3,8.9,10.8,-0.00666666666666676
"274",11.2,9,10.8,0.00666666666666676
"276",11.3,9.2,10.8,0.00666666666666664
"277",11.4,9,10.8,-0.00666666666666664
"279",11.3,8.6,10.7,-0.00666666666666676
"281",21.1,10.9,20.5,-0.126666666666667
"282",19.2,11.1,20.5,-0.0599999999999999
"283",18.3,11.1,21.2,-0.0333333333333333
"284",17.8,11.1,20.4,-0.0799999999999999
"285",16.6,11.1,19.5,-0.0666666666666668
"286",15.6,11.2,18.6,-0.0466666666666666
"287",14.9,11.2,17.9,-0.0266666666666667
"288",14.5,11.1,17.3,-0.02
"289",14.2,11,16.8,-0.0133333333333333
"290",14,11.1,16.5,-0.0133333333333333
"291",13.8,11.1,16.1,-0.00666666666666676
"292",13.7,11.2,15.9,-0.00666666666666664
"293",13.6,11.1,15.6,-0.00666666666666664
"294",13.5,11.1,15.3,-0.0133333333333333
"295",13.3,11,15.1,-0.00666666666666676
"296",13.2,11,14.8,-0.00666666666666664
"298",13.1,10.7,14.4,-0.0133333333333333
"299",12.9,10.5,14.2,-0.00666666666666664
"301",12.8,10.5,13.7,-0.00666666666666676
"302",12.7,10.7,13.6,-0.00666666666666664
"304",12.6,10.6,13.3,-0.00666666666666664
"307",12.5,10.4,12.8,-0.00666666666666664
"308",12.4,10,12.6,-0.00666666666666664
"309",12.3,10.1,12.5,-0.00666666666666676
"312",12.2,9.9,12.1,-0.00666666666666664
"314",12.1,9.5,12,-0.00666666666666664
"315",12,9.3,11.9,-0.00666666666666664
"316",11.9,9.1,11.8,-0.00666666666666664
"318",11.8,9.3,11.6,-0.00666666666666676
"321",11.7,9.4,11.5,-0.00666666666666664
"322",21.1,12.9,23.4,-0.166666666666667
"323",18.6,12.4,22.1,-0.106666666666667
"324",17,12.4,20.8,-0.0733333333333333
"325",15.9,12.4,19.5,-0.0533333333333334
"326",15.1,12.2,18.5,-0.0199999999999999
"327",14.8,11.7,17.9,-0.0333333333333333
"328",14.3,11.5,17.3,-0.0133333333333334
"329",14.1,11.2,16.8,-0.0199999999999999
"330",13.8,10.9,16.4,-0.0266666666666667
"331",13.4,10.7,16,-0.00666666666666664
"332",13.3,10.8,15.7,-0.0133333333333334
"333",13.1,10.8,15.3,-0.00666666666666664
"334",13,10.9,15.1,-0.00666666666666664
"336",12.9,10.5,14.5,-0.00666666666666664
"337",12.8,10.5,14.4,-0.00666666666666676
"338",12.7,10.2,14.1,-0.00666666666666664
"339",12.6,10,13.9,-0.00666666666666664
"341",12.5,9.6,13.5,-0.00666666666666664
"342",12.4,9.7,13.4,-0.00666666666666664
"343",12.3,9.7,13.2,-0.0133333333333334
"344",12.1,9.5,13,-0.00666666666666664
"346",12,9.2,12.8,-0.0133333333333333
"349",11.8,8.6,12.3,-0.00666666666666676
"351",11.7,9,12.2,-0.00666666666666664
"353",11.6,8.6,12,-0.00666666666666664
"354",11.5,8.5,11.9,-0.0133333333333333
"355",11.3,7.8,11.8,-0.02
"356",11,7.7,11.6,-0.0133333333333333
"357",10.8,8,11.4,-0.00666666666666676
"359",10.7,7.4,11.1,-0.00666666666666664
"360",10.6,7.1,11,-0.0133333333333333
"362",10.4,6.9,10.7,-0.0133333333333334
"363",10.2,6.6,10.6,-0.0133333333333333
"364",10,7.1,10.4,-0.0133333333333333
"365",21.2,11.5,22.8,-0.193333333333333
"366",18.3,11.4,22.1,-0.126666666666667
"367",16.4,11.2,20.5,-0.0799999999999999
"368",15.2,11.2,18.9,-0.0533333333333333
"369",14.4,10.9,17.9,-0.0266666666666667
"370",14,10.8,17.1,-0.0333333333333333
"371",13.5,10.5,16.5,-0.0133333333333333
"372",13.3,10.6,16,-0.02
"373",13,10.7,15.5,-0.00666666666666664
"374",12.9,10.5,15.1,-0.0133333333333334
"375",12.7,10.5,14.7,-0.0133333333333333
"377",12.5,10.4,14,-0.00666666666666664
"378",12.4,10.3,13.7,-0.00666666666666664
"382",12.3,11,12.7,0.00666666666666664
"383",12.4,11,12.5,-0.00666666666666664
"385",12.3,11.2,12.2,0.00666666666666664
"388",12.4,11.2,12,-0.00666666666666664
"391",12.3,11.4,11.9,0.00666666666666664
"392",12.4,11.4,11.8,-0.00666666666666664
"397",12.3,10.7,11.6,-0.00666666666666676
"399",12.2,11,11.5,-0.00666666666666664
"401",12.1,10.8,11.4,-0.00666666666666664
"404",12,10.8,11.2,-0.00666666666666664
"405",21.1,13.5,20.7,-0.173333333333333
"406",18.5,13.8,21.5,-0.0933333333333332
"407",17.1,13.6,20.6,-0.0533333333333334
"408",16.3,13.8,19.4,-0.0466666666666667
"409",15.6,13.7,18.6,-0.0133333333333333
"410",15.4,13.4,18,-0.02
"411",15.1,13.3,17.4,-0.0199999999999999
"413",14.8,13.8,16.7,-0.00666666666666676
"414",14.7,13.7,16.4,-0.00666666666666664
"415",14.6,13.6,16.1,-0.00666666666666664
"417",14.5,13.7,15.6,-0.00666666666666664
"419",14.4,13.5,15.1,-0.00666666666666664
"422",14.3,13.6,14.5,-0.00666666666666676
"426",14.2,13.2,14.1,-0.00666666666666664
"430",14.1,12.2,13.7,-0.0133333333333333
"432",13.9,11.4,13.4,-0.00666666666666664
"433",13.8,11.2,13.3,-0.00666666666666676
"435",13.7,11.3,13.2,-0.0133333333333333
"436",13.5,11.2,13.1,-0.0133333333333333
"439",21.1,9.5,27.8,-0.206666666666667
"440",18,9.3,23.3,-0.146666666666667
"441",15.8,9.2,20.2,-0.0866666666666667
"442",14.5,9,18.3,-0.0466666666666666
"443",13.8,8.9,17.2,-0.0400000000000001
"444",13.2,8.8,16.4,-0.0266666666666666
"445",12.8,8.7,15.8,-0.02
"446",12.5,8.5,15.2,-0.0133333333333333
"447",12.3,8.1,14.8,-0.02
"448",12,8.2,14.4,-0.00666666666666664
"449",11.9,8.2,13.9,-0.0133333333333334
"450",11.7,8.1,13.7,-0.00666666666666664
"451",11.6,7.9,13.3,-0.00666666666666664
"452",11.5,8.1,12.9,-0.00666666666666664
"453",11.4,7.8,12.6,-0.00666666666666664
"455",11.3,7.9,12,-0.0133333333333334
"456",11.1,7.7,11.8,-0.00666666666666664
"457",11,7.6,11.6,-0.00666666666666664
"459",10.9,7.6,11.3,-0.00666666666666664
"461",10.8,7.2,11,-0.00666666666666676
"462",10.7,7.1,10.8,-0.00666666666666664
"463",10.6,7.1,10.6,-0.0133333333333333
"465",10.4,6.9,10.3,-0.00666666666666664
"466",10.3,6.6,10.1,-0.00666666666666676
"468",10.2,6.4,10.1,-0.0133333333333333
"469",10,6.1,10.1,-0.00666666666666664
"471",9.9,6.2,10,-0.00666666666666664
"473",21.2,13.8,21.7,-0.0266666666666666
"474",20.8,12.2,25,-0.14
"475",18.7,12,24.2,-0.106666666666667
"476",17.1,11.9,21.4,-0.0666666666666667
"477",16.1,11.5,19.6,-0.0466666666666667
"478",15.4,11.5,18.6,-0.04
"479",14.8,11.2,17.9,-0.0266666666666667
"480",14.4,11.2,17.2,-0.02
"481",14.1,11.1,16.7,-0.0199999999999999
"482",13.8,11.1,16.2,-0.0133333333333334
"483",13.6,11.1,15.8,-0.00666666666666664
"484",13.5,11.4,15.4,-0.0133333333333333
"494",13.3,12.3,12.9,-0.00666666666666676
"495",13.2,12.1,12.9,0.00666666666666676
"497",13.3,12.1,12.7,-0.00666666666666676
"499",13.2,11.9,12.5,-0.00666666666666664
"502",13.1,11.7,12.2,-0.00666666666666664
"504",13,11.8,12.2,-0.00666666666666664
"507",12.9,11.7,12.2,-0.00666666666666664
"510",12.8,11.8,12,-0.00666666666666676
"513",12.7,11.2,11.9,-0.00666666666666664
"514",12.6,11.1,12,-0.00666666666666664
"518",12.5,11,11.9,-0.00666666666666664
"519",12.4,10.8,12,-0.00666666666666664
"520",21.2,12.5,21.4,-0.173333333333333
"521",18.6,12,21.4,-0.113333333333334
"522",16.9,11.7,20.4,-0.0733333333333332
"523",15.8,11.8,19.2,-0.0466666666666667
"524",15.1,11.4,18.3,-0.0333333333333333
"525",14.6,11.4,17.6,-0.0266666666666667
"526",14.2,11.2,17,-0.0133333333333333
"527",14,11.2,16.6,-0.02
"528",13.7,11.1,16.1,-0.0133333333333333
"529",13.5,11,15.7,-0.0133333333333333
"530",13.3,10.8,15.3,-0.00666666666666676
"531",13.2,10.6,15,-0.00666666666666664
"532",13.1,10.6,14.6,-0.00666666666666664
"533",13,10.3,14.2,-0.0133333333333333
"535",12.8,10.3,13.6,-0.00666666666666676
"536",12.7,10,13.4,-0.0133333333333333
"538",12.5,9.6,12.9,-0.00666666666666664
"539",12.4,9.7,12.8,-0.00666666666666664
"540",12.3,9.7,12.6,-0.00666666666666676
"548",12.2,10,11.6,-0.00666666666666664
"549",12.1,10,11.6,0.00666666666666664
"554",12.2,9.8,11.5,-0.00666666666666664
"556",21,11.2,25.3,-0.18
"557",18.3,11.1,24,-0.133333333333333
"558",16.3,10.9,20.7,-0.0733333333333334
"559",15.2,10.5,18.8,-0.0533333333333333
"560",14.4,10.3,17.6,-0.0266666666666667
"561",14,10.6,16.8,-0.0266666666666667
"562",13.6,10.5,16.1,-0.0199999999999999
"563",13.3,10.3,15.6,-0.02
"564",13,10.1,15.2,-0.0133333333333333
"565",12.8,9.9,14.6,-0.0133333333333334
"566",12.6,9.5,14.2,-0.00666666666666664
"568",12.5,9.7,13.2,-0.00666666666666664
"569",12.4,9.6,12.8,-0.00666666666666664
"570",12.3,9.3,12.5,-0.00666666666666676
"571",12.2,9.4,12.2,-0.00666666666666664
"573",12.1,10,11.9,-0.00666666666666664
"576",12,9.8,11.3,-0.00666666666666664
"577",11.9,9.7,11.2,-0.00666666666666664
"579",11.8,10,11.1,0.00666666666666664
"580",11.9,10,11,-0.00666666666666664
"582",11.8,9.7,10.9,-0.00666666666666676
"583",11.7,9.7,10.9,-0.00666666666666664
"584",21,8.4,20.2,-0.22
"585",17.7,8.7,23.1,-0.14
"586",15.6,8.2,19.8,-0.1
"587",14.1,8.1,18.1,-0.0533333333333333
"588",13.3,8.4,17,-0.0266666666666667
"589",12.9,8.4,16.3,-0.0266666666666667
"590",12.5,8.3,15.6,-0.0133333333333333
"591",12.3,8.4,15.2,-0.0266666666666667
"592",11.9,8.1,14.7,-0.00666666666666664
"593",11.8,7.9,14.4,-0.0133333333333334
"594",11.6,7.6,13.9,-0.00666666666666664
"595",11.5,7.5,13.5,-0.00666666666666664
"596",11.4,7.7,13.2,-0.0133333333333334
"597",11.2,7.8,12.9,-0.00666666666666664
"598",11.1,7.7,12.6,-0.0133333333333333
"599",10.9,7.3,12.3,-0.00666666666666664
"600",10.8,7.2,12.1,-0.00666666666666676
"601",10.7,6.9,12,-0.0133333333333333
"602",10.5,6.8,11.7,-0.00666666666666664
"604",10.4,6.9,11.3,-0.00666666666666664
"605",10.3,6.8,11.1,-0.00666666666666676
"606",10.2,6.5,11,-0.0133333333333333
"607",10,6.5,10.8,-0.00666666666666664
"609",9.9,6.5,10.3,0.00666666666666664
"610",10,6.4,10.3,0.0133333333333333
"611",10.2,6,10.9,-0.00666666666666664
"612",10.1,5.8,10.9,-0.0133333333333333
"613",9.9,6,10.4,-0.0133333333333334
"614",21,8.6,24.6,-0.24
"615",17.4,9,22.7,-0.146666666666667
"616",15.2,9,19.5,-0.0933333333333332
"617",13.8,9,17.5,-0.0466666666666667
"618",13.1,8.9,16.5,-0.04
"619",12.5,8.9,15.7,-0.02
"620",12.2,8.8,15.1,-0.0133333333333333
"621",12,8.7,14.5,-0.02
"622",11.7,8.5,14,-0.00666666666666664
"623",11.6,8.5,13.5,-0.00666666666666664
"624",11.5,8.3,13,-0.02
"626",11.2,8.6,12.3,-0.00666666666666664
"627",11.1,8.6,12,-0.00666666666666664
"629",11,8.6,11.4,-0.00666666666666664
"632",10.9,8.6,10.8,-0.00666666666666664
"636",10.8,8.6,10.2,-0.00666666666666676
"637",21.2,11.7,22.3,-0.16
"638",18.8,11.8,22,-0.113333333333333
"639",17.1,11.9,20.9,-0.0666666666666667
"640",16.1,11.8,19.5,-0.0400000000000001
"641",15.5,11.9,18.7,-0.0333333333333333
"642",15,12.1,18,-0.0133333333333333
"643",14.8,12.2,17.5,-0.0133333333333334
"644",14.6,12,17.1,-0.0133333333333333
"645",14.4,12,16.7,-0.02
"647",14.1,11.8,15.9,-0.00666666666666664
"648",14,11.8,15.6,-0.0133333333333333
"649",13.8,11.6,15.2,-0.00666666666666676
"651",13.7,11.8,14.8,-0.00666666666666664
"652",13.6,12,14.5,-0.00666666666666664
"655",13.5,11.9,13.7,-0.00666666666666664
"656",13.4,11.8,13.6,-0.00666666666666664
"661",13.3,11.8,12.9,-0.00666666666666676
"662",13.2,11.9,12.8,-0.00666666666666664
"663",13.1,11.6,12.7,-0.00666666666666664
"665",13,11.5,12.5,-0.00666666666666664
"667",12.9,11.3,12.5,-0.00666666666666664
"668",12.8,11.2,12.4,-0.00666666666666676
"670",12.7,11.4,12.2,-0.00666666666666664
"673",12.6,11.5,12.1,-0.00666666666666664
"674",12.5,11.5,12,0.00666666666666664
"675",12.6,11.6,12,-0.00666666666666664
"677",12.5,11.9,11.9,0.0133333333333333
"678",12.7,11.7,12,-0.00666666666666664
"679",12.6,11.5,12,-0.00666666666666664
"682",12.5,12,12,0.00666666666666664
"683",21.1,16.1,20.9,-0.12
"684",19.3,15.9,20.7,-0.0799999999999999
"685",18.1,15.2,20.6,-0.0533333333333334
"686",17.3,12.4,20.1,-0.0533333333333334
"687",16.5,12.3,19.5,-0.0266666666666666
"688",16.1,12.3,18.9,-0.0266666666666668
"689",15.7,12.5,18.5,-0.0133333333333333
"690",15.5,12.9,18,-0.00666666666666664
"691",15.4,13.3,17.7,-0.0133333333333334
"692",15.2,13.4,17.4,-0.00666666666666664
"693",15.1,13.3,17.1,-0.00666666666666664
"694",15,13.6,16.7,-0.00666666666666664
"695",14.9,13.7,16.5,-0.00666666666666664
"697",14.8,14.2,16.1,-0.00666666666666676
"699",14.7,13.6,15.7,-0.00666666666666664
"701",14.6,12.9,15.2,-0.0133333333333333
"702",14.4,12.8,15.2,-0.00666666666666664
"705",14.3,12.9,14.6,-0.00666666666666676
"706",14.2,12.9,14.5,-0.00666666666666664
"708",14.1,12.4,14.3,-0.00666666666666664
"709",14,12.3,14.2,-0.00666666666666664
"711",13.9,12.7,13.9,-0.00666666666666664
"714",13.8,12.3,13.6,-0.00666666666666676
"716",13.7,12.6,13.4,0.00666666666666676
"718",13.8,12.7,13.3,-0.00666666666666676
"721",13.7,12.4,13.2,-0.00666666666666664
"722",20.8,11.1,21.9,-0.16
"723",18.4,10.8,21.2,-0.126666666666667
"724",16.5,10.2,20.2,-0.0799999999999999
"725",15.3,10.2,18.8,-0.0533333333333334
"726",14.5,9.9,17.9,-0.0333333333333333
"727",14,10.3,17.1,-0.02
"728",13.7,10.3,16.6,-0.0133333333333333
"729",13.5,10.1,16,-0.00666666666666664
"730",13.4,10.2,15.7,-0.00666666666666664
"731",13.3,10.1,15.3,-0.0133333333333334
"732",13.1,9.9,15.1,-0.00666666666666664
"733",13,9.9,14.7,-0.00666666666666664
"734",12.9,9.6,14.5,-0.00666666666666664
"735",12.8,9.4,14.2,-0.0133333333333334
"737",12.6,9.3,13.5,-0.00666666666666664
"739",12.5,9.3,12.9,-0.0133333333333333
"740",12.3,9.2,12.8,-0.00666666666666676
"742",12.2,8.9,12.4,-0.0133333333333333
"743",12,8.9,12.2,-0.0133333333333333
"744",11.8,8.7,12,-0.00666666666666676
"745",11.7,8.6,12,-0.00666666666666664
"747",11.6,8.5,11.6,-0.0133333333333333
"748",11.4,8.2,11.4,-0.00666666666666664
"750",11.3,8.3,11.1,-0.00666666666666676
"751",11.2,8.3,11.1,-0.00666666666666664
"753",11.1,8.3,10.8,-0.00666666666666664
"754",11,8.4,10.7,0.00666666666666664
"755",11.1,8.2,10.7,-0.00666666666666664
"757",11,8,10.5,-0.0133333333333333
"759",10.8,8.1,10.3,-0.00666666666666676
"761",10.7,7.9,10.1,-0.00666666666666664
"765",10.6,7.7,10.3,-0.00666666666666664
"768",10.5,7.3,10.5,-0.00666666666666664
"769",10.4,7.5,10.4,0.0133333333333333
"770",20.9,12.3,25.4,-0.153333333333333
"771",18.6,12,24.1,-0.106666666666667
"772",17,11.5,21.3,-0.0666666666666667
"773",16,11.2,19.5,-0.0466666666666666
"774",15.3,11.2,18.4,-0.0333333333333333
"775",14.8,11.1,17.7,-0.02
"776",14.5,11,17.2,-0.02
"777",14.2,10.8,16.7,-0.0133333333333333
"778",14,10.6,16.3,-0.0133333333333333
"779",13.8,10.9,15.9,-0.00666666666666676
"780",13.7,10.8,15.6,-0.0199999999999999
"781",13.4,10.9,15.3,-0.00666666666666664
"783",13.3,11,14.7,-0.00666666666666676
"785",13.2,10.9,14,-0.0133333333333333
"786",13,10.5,13.7,-0.00666666666666664
"789",12.9,9.9,13,-0.0133333333333334
"790",12.7,9.9,12.8,-0.00666666666666664
"791",12.6,9.7,12.7,-0.00666666666666664
"793",12.5,9.8,12.5,-0.00666666666666664
"794",12.4,9.4,12.3,-0.00666666666666664
"795",21.2,11.8,23.5,-0.186666666666667
"796",18.4,11.8,22,-0.113333333333333
"797",16.7,11.9,20.4,-0.0733333333333333
"798",15.6,11.8,19,-0.0333333333333333
"799",15.1,11.9,18.1,-0.0266666666666667
"800",14.7,11.7,17.4,-0.0133333333333333
"801",14.5,11.5,16.8,-0.02
"802",14.2,11.7,16.3,-0.0133333333333333
"803",14,11.5,15.9,-0.00666666666666664
"804",13.9,11.5,15.5,-0.00666666666666664
"805",13.8,11.4,15.1,-0.00666666666666676
"806",13.7,11.3,14.7,-0.0133333333333333
"807",13.5,11.3,14.4,-0.00666666666666664
"808",13.4,11.5,14.1,-0.00666666666666664
"814",13.3,11.6,12.7,-0.00666666666666676
"817",13.2,11.7,12.3,-0.00666666666666664
"818",20.9,11.2,25.1,-0.146666666666667
"819",18.7,11.2,23.8,-0.113333333333333
"820",17,11,21,-0.0666666666666667
"821",16,11.1,19.5,-0.06
"822",15.1,11,18.4,-0.0333333333333333
"823",14.6,10.9,17.7,-0.0199999999999999
"824",14.3,10.9,17.2,-0.0133333333333334
"825",14.1,10.9,16.7,-0.0133333333333333
"826",13.9,10.6,16.4,-0.02
"827",13.6,10.5,16,-0.00666666666666664
"829",13.5,9.8,15.5,-0.0133333333333333
"830",13.3,9.4,15.2,-0.02
"831",13,9.4,14.8,-0.0133333333333333
"832",12.8,9.3,14.5,-0.00666666666666676
