"","start_temp","outside_temp","SA_temp","rate"
"2435",16.1,13.7,18.1,-0.0133333333333334
"2436",15.9,13.7,17.8,-0.00666666666666664
"2437",15.8,13.5,17.4,-0.00666666666666676
"2438",15.7,12.8,17.2,-0.0133333333333333
"2439",15.5,12.4,16.9,-0.0133333333333333
"2440",15.3,12.7,16.5,-0.00666666666666676
"2441",15.2,12.7,16.1,-0.0133333333333333
"2442",15,12.5,15.7,-0.00666666666666664
"2443",14.9,12.3,15.3,-0.00666666666666664
"2444",14.8,12.1,14.9,-0.00666666666666676
"2445",14.7,12,14.6,-0.00666666666666664
"2446",14.6,11.9,14.4,-0.00666666666666664
"2447",14.5,12,14.1,-0.00666666666666664
"2448",14.4,11.6,13.9,-0.00666666666666664
"2450",14.3,11.9,13.6,-0.00666666666666676
"2451",14.2,11.7,13.6,-0.00666666666666664
"2453",14.1,11.5,13.3,-0.00666666666666664
"2454",14,11.8,13.1,-0.00666666666666664
"2455",13.9,11.5,12.9,-0.00666666666666664
"2459",13.8,11.9,12.7,-0.00666666666666676
"2460",13.7,12,12.6,0.00666666666666676
"2462",21.1,14.4,24.4,-0.0800000000000002
"2463",19.9,13.9,22.9,-0.0666666666666667
"2464",18.9,13.6,22,-0.0466666666666666
"2465",18.2,13.4,21.1,-0.0333333333333333
"2466",17.7,13.2,20.5,-0.0266666666666666
"2467",17.3,13.1,20,-0.02
"2468",17,12.9,19.5,-0.02
"2469",16.7,12.6,19.1,-0.02
"2470",16.4,12.5,18.8,-0.0133333333333333
"2471",16.2,12.5,18.4,-0.0266666666666666
"2472",15.8,12.3,18.1,-0.0133333333333334
"2474",15.6,12,17.5,-0.0199999999999999
"2475",15.3,12.1,17.3,-0.0133333333333334
"2476",15.1,11.9,17,-0.0133333333333333
"2477",14.9,12,16.7,-0.00666666666666664
"2479",14.8,11.8,16.1,-0.0133333333333334
"2481",14.6,11.9,15.7,-0.0133333333333333
"2482",14.4,11.7,15.5,-0.00666666666666664
"2483",14.3,11.6,15.3,-0.0133333333333334
"2485",14.1,11.3,15,-0.00666666666666664
"2486",14,11.5,14.9,-0.0133333333333333
"2487",13.8,11.2,14.7,-0.00666666666666676
"2488",13.7,11,14.5,-0.00666666666666664
"2490",13.6,10.7,14.2,-0.0199999999999999
"2491",13.3,10.7,14.1,0.00666666666666664
"2495",13.4,10.6,13.6,-0.00666666666666664
"2496",13.3,10.1,13.5,-0.0133333333333334
"2498",13.1,9.7,13.1,-0.0133333333333333
"2499",12.9,9.7,13,-0.00666666666666664
"2500",12.8,9.7,12.9,-0.00666666666666676
"2503",12.7,10.1,12.6,-0.00666666666666664
"2504",21.2,21.7,21.2,-0.0399999999999999
"2505",20.6,21.4,21.1,-0.0266666666666668
"2506",20.2,21,21.3,-0.0266666666666666
"2507",19.8,19.9,21.3,-0.00666666666666676
"2508",19.7,19.5,21.3,-0.0133333333333333
"2509",19.5,18.6,21.3,-0.0133333333333333
"2510",19.3,18.1,21.1,-0.0133333333333333
"2511",19.1,17.3,21,-0.02
"2512",18.8,16.6,20.9,-0.02
"2513",18.5,16.2,20.6,-0.0133333333333333
"2514",18.3,15.7,20.4,-0.02
"2515",18,15.9,20,-0.02
"2516",17.7,16,19.7,-0.00666666666666652
"2517",17.6,15.6,19.5,-0.0133333333333335
"2518",17.4,15.3,19.2,-0.0133333333333333
"2519",17.2,15.1,18.9,-0.00666666666666652
"2520",17.1,15.2,18.7,-0.00666666666666676
"2521",17,14.9,18.4,-0.00666666666666676
"2522",16.9,14.6,18.2,-0.00666666666666652
"2523",16.8,14.3,18,-0.00666666666666676
"2524",16.7,14.4,17.8,-0.0133333333333333
"2525",16.5,14.5,17.6,-0.00666666666666676
"2526",16.4,13.9,17.5,-0.00666666666666652
"2527",16.3,14.1,17.3,-0.00666666666666676
"2528",16.2,14,17.1,-0.0133333333333333
"2529",16,14,17,-0.0133333333333333
"2530",15.8,13.7,16.8,-0.0133333333333334
"2531",15.6,13.7,16.7,-0.00666666666666664
"2532",15.5,13.7,16.6,-0.0133333333333333
"2533",15.3,13.6,16.4,-0.00666666666666676
"2534",15.2,13.6,16.2,-0.0133333333333333
"2536",15,13.2,15.9,-0.00666666666666664
"2537",14.9,13.1,15.7,-0.00666666666666664
"2538",14.8,12.9,15.6,-0.0133333333333334
"2539",14.6,12.6,15.4,-0.00666666666666664
"2540",14.5,12.3,15.2,-0.00666666666666664
"2541",20.7,11.8,20.9,-0.14
"2542",18.6,11.6,20.7,-0.106666666666667
"2543",17,11.5,20,-0.0599999999999999
"2544",16.1,11.5,18.8,-0.0333333333333335
"2545",15.6,11.4,17.9,-0.0333333333333333
"2546",15.1,11.6,17.3,-0.0199999999999999
"2547",14.8,11.1,16.8,-0.0133333333333334
"2548",14.6,11.4,16.1,-0.00666666666666664
"2549",14.5,11.7,15.7,-0.0133333333333333
"2550",14.3,11.6,15.2,-0.0133333333333334
"2552",14.1,11.2,14.4,-0.00666666666666664
"2553",14,10.8,14,-0.00666666666666664
"2554",13.9,11.2,13.7,-0.0133333333333334
"2555",13.7,11,13.3,-0.00666666666666664
"2557",13.6,10.9,12.9,-0.0133333333333333
"2558",13.4,11,12.7,-0.00666666666666664
"2561",13.3,11.2,12.6,-0.0133333333333334
"2562",13.1,11.4,12.6,-0.00666666666666664
"2563",20.9,12.9,21,-0.0866666666666665
"2564",19.6,13,23.8,-0.0866666666666667
"2565",18.3,12.9,21.7,-0.0533333333333334
"2566",17.5,13,20.4,-0.0400000000000001
"2567",16.9,12.5,19.6,-0.0333333333333333
"2568",16.4,12.5,19.1,-0.0199999999999998
"2569",16.1,12.7,18.7,-0.0133333333333334
"2570",15.9,12.5,18.2,-0.0133333333333334
"2571",15.7,12.2,17.9,-0.0199999999999999
"2572",15.4,11.8,17.5,-0.02
"2573",15.1,11.8,17.2,-0.0199999999999999
"2574",14.8,11.6,16.9,-0.00666666666666676
"2575",14.7,11.5,16.6,-0.0133333333333333
"2576",14.5,11.3,16.3,-0.0133333333333333
"2578",14.3,11.1,15.8,-0.0133333333333334
"2579",14.1,11,15.5,-0.00666666666666664
"2580",14,10.7,15.2,-0.0133333333333333
"2581",13.8,10.6,15.1,-0.00666666666666676
"2582",13.7,10.5,14.8,-0.00666666666666664
"2585",13.6,10.4,14.3,-0.0133333333333333
"2586",13.4,10.2,14.1,0.00666666666666664
"2587",13.5,10.3,13.8,-0.0133333333333333
"2589",13.3,10.3,13.6,0.00666666666666664
"2590",13.4,9.8,13.4,-0.00666666666666664
"2591",13.3,9.6,13.3,-0.02
"2594",13,9.3,12.9,-0.0133333333333333
"2595",12.8,9.2,12.9,0.00666666666666664
"2597",20.9,13.7,23.6,-0.0666666666666667
"2598",19.9,13.8,24.4,-0.0666666666666667
"2599",18.9,13.7,22.7,-0.0399999999999999
"2600",18.3,13.5,21.5,-0.0333333333333333
"2601",17.8,13.4,20.7,-0.0133333333333333
"2602",17.6,13.4,20.2,-0.0266666666666668
"2603",17.2,13.4,19.7,-0.00666666666666652
"2604",17.1,13.5,19.4,-0.00666666666666676
"2605",17,13.6,19.1,-0.00666666666666676
"2606",16.9,13.6,18.8,-0.0133333333333333
"2607",16.7,13.5,18.6,-0.0133333333333333
"2608",16.5,13.4,18.3,-0.00666666666666676
"2609",16.4,13.4,18.1,-0.00666666666666652
"2610",16.3,13.7,17.9,-0.0133333333333333
"2611",16.1,13.3,17.7,-0.0133333333333334
"2612",15.9,13.6,17.4,-0.00666666666666664
"2615",15.8,13.5,16.7,-0.0133333333333334
"2617",15.6,13.5,16.3,-0.00666666666666664
"2618",15.5,12.9,16.1,-0.00666666666666664
"2619",15.4,12.6,15.9,-0.00666666666666664
"2620",15.3,12.1,15.6,-0.0133333333333334
"2621",15.1,11.6,15.4,-0.0133333333333333
"2622",14.9,11.5,15.2,-0.00666666666666664
"2623",14.8,11.3,15.1,-0.00666666666666676
"2624",14.7,11,15,-0.0133333333333333
"2625",14.5,10.9,14.8,-0.00666666666666664
"2626",14.4,10.8,14.7,-0.00666666666666664
"2627",14.3,10.7,14.5,-0.0133333333333334
"2631",14.1,10.6,14.5,-0.00666666666666664
"2632",14,10.5,14.5,-0.00666666666666664
"2633",13.9,10.3,14.4,-0.0133333333333334
"2634",13.7,10.3,14.1,-0.00666666666666664
"2635",13.6,10.3,13.9,-0.00666666666666664
"2636",13.5,10.3,13.7,-0.00666666666666664
"2638",13.4,10.1,13.5,-0.00666666666666664
"2639",13.3,10.1,13.3,-0.00666666666666676
"2640",13.2,10.3,13.2,0.00666666666666676
"2642",13.3,10.9,13.3,0.00666666666666664
"2643",21.5,20.1,21.5,-0.0666666666666667
"2644",20.5,20.1,21.1,-0.0333333333333333
"2645",20,20.1,21,-0.02
"2646",19.7,19.6,20.9,-0.02
"2647",19.4,19.2,20.9,-0.0133333333333333
"2648",19.2,18.8,20.9,-0.00666666666666652
"2650",19.1,17.7,20.7,-0.0133333333333335
"2651",18.9,17,20.8,-0.0133333333333333
"2652",18.7,16.6,20.4,-0.02
"2653",18.4,16.2,20.3,-0.00666666666666652
"2654",18.3,16,20,-0.0133333333333333
"2655",18.1,15.8,19.8,-0.00666666666666676
"2656",18,15.6,19.6,-0.00666666666666676
"2657",17.9,15.4,19.5,-0.0133333333333333
"2658",17.7,15.2,19.3,-0.00666666666666652
"2659",17.6,15.1,19.1,-0.0133333333333335
"2660",17.4,14.8,18.9,-0.0133333333333333
"2661",17.2,14.7,18.8,-0.00666666666666652
"2662",17.1,14.4,18.5,-0.00666666666666676
"2664",17,14,18.1,-0.0133333333333333
"2665",16.8,13.9,17.9,-0.0133333333333333
"2666",16.6,13.9,17.7,-0.00666666666666676
"2667",16.5,13.5,17.5,-0.0133333333333333
"2668",16.3,13.5,17.4,-0.00666666666666676
"2669",16.2,13.6,17.3,-0.0199999999999999
"2670",15.9,13.3,17.2,-0.0133333333333334
"2671",15.7,13.3,17,-0.00666666666666664
"2672",15.6,13.6,16.8,-0.00666666666666664
"2674",15.5,13.2,16.4,-0.00666666666666664
"2675",15.4,13.4,16.2,-0.00666666666666664
"2676",15.3,13.2,16,-0.00666666666666676
"2678",15.2,13,15.7,-0.00666666666666664
"2680",15.1,13.1,15.3,-0.00666666666666664
"2681",15,13.3,15.2,-0.00666666666666664
"2682",14.9,13.6,15.1,-0.00666666666666664
"2683",20.9,18.4,21.7,-0.0266666666666666
"2684",20.5,18.4,21.1,-0.0266666666666666
"2685",20.1,18.5,21.1,-0.02
"2686",19.8,17.7,21,-0.0266666666666668
"2687",19.4,17.2,20.9,-0.0199999999999998
"2688",19.1,16.1,20.7,-0.0333333333333333
"2689",18.6,15.3,20.3,-0.0266666666666668
"2690",18.2,15,20,-0.02
"2691",17.9,15,19.6,-0.0133333333333333
"2692",17.7,14.8,19.4,-0.02
"2693",17.4,14.7,19,-0.0133333333333333
"2694",17.2,14.4,18.6,-0.0133333333333333
"2695",17,14.7,18.2,-0.00666666666666676
"2696",16.9,14.3,17.8,-0.00666666666666652
"2697",16.8,14.2,17.5,-0.00666666666666676
"2698",16.7,14.1,17.3,-0.00666666666666652
"2699",16.6,14.4,17.3,-0.02
"2700",16.3,14,17.5,-0.0133333333333333
"2701",16.1,13.7,17.4,-0.00666666666666676
"2702",16,13.9,17,-0.0133333333333333
"2703",15.8,13.8,16.7,-0.00666666666666676
"2704",15.7,13.6,16.3,-0.00666666666666664
"2705",15.6,13.8,16.1,-0.00666666666666664
"2706",15.5,13.5,15.8,-0.00666666666666664
"2707",15.4,13.1,15.5,-0.0133333333333334
"2708",15.2,12.9,15.3,-0.00666666666666664
"2709",15.1,12.8,15.1,-0.00666666666666664
"2710",15,12.7,14.8,-0.00666666666666664
"2711",14.9,12.7,14.6,-0.00666666666666664
"2713",14.8,12.4,14.3,-0.00666666666666676
"2715",14.7,12.3,14.1,-0.00666666666666664
"2716",14.6,12.4,14,-0.00666666666666664
"2718",14.5,12.1,13.7,-0.00666666666666664
"2719",14.4,12.3,13.7,-0.00666666666666664
"2720",14.3,11.9,13.7,-0.0133333333333334
"2723",14.1,11.4,13.4,-0.0133333333333333
"2724",21,15.8,21.5,-0.0666666666666667
"2725",20,15.8,23.5,-0.0666666666666667
"2726",19,15.7,22,-0.0400000000000001
"2727",18.4,15.6,20.9,-0.0333333333333333
"2728",17.9,15.3,20.2,-0.0199999999999998
"2729",17.6,15.2,19.7,-0.02
"2730",17.3,15,19.3,-0.00666666666666676
"2731",17.2,15,19,-0.0133333333333333
"2732",17,14.9,18.7,-0.00666666666666676
"2733",16.9,14.7,18.3,-0.0133333333333333
"2734",16.7,14.7,18,-0.0133333333333333
"2735",16.5,14.2,17.7,-0.00666666666666676
"2736",16.4,14.1,17.4,-0.00666666666666652
"2737",16.3,14.1,17.1,-0.00666666666666676
"2738",16.2,14,16.8,-0.00666666666666652
"2739",16.1,14.1,16.6,-0.00666666666666676
"2741",16,14.1,16.1,-0.00666666666666664
"2747",15.9,14.1,15.6,-0.00666666666666664
"2748",20.9,12.9,22.1,-0.106666666666667
"2749",19.3,13,21.9,-0.0866666666666667
"2750",18,13.1,21.2,-0.0466666666666666
"2751",17.3,13.1,20.2,-0.0266666666666668
"2752",16.9,13.1,19.5,-0.0266666666666666
"2753",16.5,13.1,18.9,-0.02
"2754",16.2,12.9,18.6,-0.0199999999999999
"2755",15.9,12.7,18.2,-0.0133333333333334
"2756",15.7,12.8,17.9,-0.00666666666666664
"2757",15.6,12.3,17.6,-0.0199999999999999
"2758",15.3,11.8,17.3,-0.0133333333333334
"2759",15.1,11.7,17,-0.0133333333333333
"2760",14.9,11.7,16.7,-0.00666666666666664
"2766",14.8,11.8,15.4,-0.00666666666666676
"2767",14.7,11.7,15.2,0.00666666666666676
"2768",14.8,12,15.1,-0.00666666666666676
"2770",14.7,11.5,14.8,-0.00666666666666664
"2772",14.6,11.5,14.5,-0.00666666666666664
"2773",14.5,11.4,14.5,-0.00666666666666664
"2774",14.4,11.6,14.5,0.00666666666666664
"2775",14.5,11.3,14.4,-0.00666666666666664
"2776",14.4,11.6,14.3,-0.0133333333333334
"2778",14.2,11.5,14.2,-0.00666666666666664
"2780",14.1,11.2,14,0.00666666666666664
"2782",19.9,14.9,23.1,-0.0333333333333333
"2783",19.4,14.6,23.6,-0.0466666666666666
"2784",18.7,14.4,21.9,-0.0333333333333333
"2785",18.2,14.1,20.9,-0.0266666666666666
"2786",17.8,14.1,20.2,-0.0133333333333333
"2787",17.6,14.1,19.7,-0.0133333333333335
"2788",17.4,14.2,19.3,-0.0133333333333333
"2789",17.2,14.3,18.9,-0.0133333333333333
"2793",17,14.1,17.8,-0.0133333333333333
"2794",16.8,13.9,17.4,-0.02
"2795",16.5,13.5,17.2,-0.00666666666666676
"2796",16.4,13,16.8,-0.00666666666666652
"2797",16.3,12.8,16.6,-0.00666666666666676
"2798",16.2,12.7,16.5,-0.0199999999999999
"2799",15.9,12.5,16.3,-0.00666666666666664
"2800",15.8,12.4,16.1,-0.00666666666666676
"2802",15.7,12.9,16,0.00666666666666676
"2803",15.8,12.9,15.9,-0.00666666666666676
"2806",15.7,13.2,15.8,-0.00666666666666664
"2809",15.6,13.7,15.2,-0.0133333333333333
"2810",15.4,13.8,15.2,-0.00666666666666664
