Timestamp,Bld_64_DDC_1.1_Rm_Temp(°C)
27/06/2017 15:30,20.9
27/06/2017 15:45,21.1
27/06/2017 16:00,21
27/06/2017 16:15,20.8
27/06/2017 16:30,21.1
27/06/2017 16:45,21.1
27/06/2017 17:00,21.1
27/06/2017 17:15,20.9
27/06/2017 17:30,20.9
27/06/2017 17:45,18.6
27/06/2017 18:00,16.7
27/06/2017 18:15,15.5
27/06/2017 18:30,14.8
27/06/2017 18:45,14.5
27/06/2017 19:00,14.1
27/06/2017 19:15,13.9
27/06/2017 19:30,13.8
27/06/2017 19:45,13.6
27/06/2017 20:00,13.4
27/06/2017 20:15,13.4
27/06/2017 20:30,13.3
27/06/2017 20:45,13.3
27/06/2017 21:00,13.2
27/06/2017 21:15,13.1
27/06/2017 21:30,13.1
27/06/2017 21:45,13
27/06/2017 22:00,13
27/06/2017 22:15,12.9
27/06/2017 22:30,12.9
27/06/2017 22:45,12.8
27/06/2017 23:00,12.8
27/06/2017 23:15,12.7
27/06/2017 23:30,12.6
27/06/2017 23:45,12.5
28/06/2017 0:00,12.5
28/06/2017 0:15,12.4
28/06/2017 0:30,12.4
28/06/2017 0:45,12.4
28/06/2017 1:00,12.4
28/06/2017 1:15,12.4
28/06/2017 1:30,12.3
28/06/2017 1:45,12.3
28/06/2017 2:00,12.3
28/06/2017 2:15,12.3
28/06/2017 2:30,12.2
28/06/2017 2:45,12.2
28/06/2017 3:00,12.2
28/06/2017 3:15,12.2
28/06/2017 3:30,12.1
28/06/2017 3:45,12.1
28/06/2017 4:00,12
28/06/2017 4:15,12
28/06/2017 4:30,12
28/06/2017 4:45,12
28/06/2017 5:00,12
28/06/2017 5:15,12
28/06/2017 5:30,12
28/06/2017 5:45,11.9
28/06/2017 6:00,12
28/06/2017 6:15,15.7
28/06/2017 6:30,18.5
28/06/2017 6:45,19.5
28/06/2017 7:00,20.1
28/06/2017 7:15,20.5
28/06/2017 7:30,20.8
28/06/2017 7:45,20.8
28/06/2017 8:00,21.2
28/06/2017 8:15,20.9
28/06/2017 8:30,20.6
28/06/2017 8:45,20.5
28/06/2017 9:00,20.5
28/06/2017 9:15,20.9
28/06/2017 9:30,20.5
28/06/2017 9:45,20.9
28/06/2017 10:00,20.6
28/06/2017 10:15,21
28/06/2017 10:30,20.9
28/06/2017 10:45,20.8
28/06/2017 11:00,20.8
28/06/2017 11:15,21.1
28/06/2017 11:30,21
28/06/2017 11:45,20.8
28/06/2017 12:00,20.9
28/06/2017 12:15,21
28/06/2017 12:30,21.2
28/06/2017 12:45,21.2
28/06/2017 13:00,21
28/06/2017 13:15,21.5
28/06/2017 13:30,20.7
28/06/2017 13:45,20.9
28/06/2017 14:00,20.8
28/06/2017 14:15,21.2
28/06/2017 14:30,21.2
28/06/2017 14:45,21.1
28/06/2017 15:00,20.7
28/06/2017 15:15,20.8
28/06/2017 15:30,21.2
28/06/2017 15:45,20.8
