Timestamp,Bld_64_DDC_1.1_Rm_Temp(°C)
20/07/2017 15:30,21
20/07/2017 15:45,20.7
20/07/2017 16:00,21.1
20/07/2017 16:15,21
20/07/2017 16:30,21
20/07/2017 16:45,21
20/07/2017 17:00,21.1
20/07/2017 17:15,20.9
20/07/2017 17:30,20.8
20/07/2017 17:45,21.1
20/07/2017 18:00,20.7
20/07/2017 18:15,21.1
20/07/2017 18:30,20.8
20/07/2017 18:45,21.1
20/07/2017 19:00,20.7
20/07/2017 19:15,21.2
20/07/2017 19:30,20.9
20/07/2017 19:45,21
20/07/2017 20:00,21.2
20/07/2017 20:15,20.8
20/07/2017 20:30,20.8
20/07/2017 20:45,21.2
20/07/2017 21:00,20.9
20/07/2017 21:15,21
20/07/2017 21:30,21.1
20/07/2017 21:45,20.8
20/07/2017 22:00,21
20/07/2017 22:15,21.1
20/07/2017 22:30,20.8
20/07/2017 22:45,20.8
20/07/2017 23:00,20.7
20/07/2017 23:15,20.9
20/07/2017 23:30,21
20/07/2017 23:45,17.7
21/07/2017 0:00,15.6
21/07/2017 0:15,14.1
21/07/2017 0:30,13.3
21/07/2017 0:45,12.9
21/07/2017 1:00,12.5
21/07/2017 1:15,12.3
21/07/2017 1:30,11.9
21/07/2017 1:45,11.8
21/07/2017 2:00,11.6
21/07/2017 2:15,11.5
21/07/2017 2:30,11.4
21/07/2017 2:45,11.2
21/07/2017 3:00,11.1
21/07/2017 3:15,10.9
21/07/2017 3:30,10.8
21/07/2017 3:45,10.7
21/07/2017 4:00,10.5
21/07/2017 4:15,10.4
21/07/2017 4:30,10.4
21/07/2017 4:45,10.3
21/07/2017 5:00,10.2
21/07/2017 5:15,10
21/07/2017 5:30,9.9
21/07/2017 5:45,9.9
21/07/2017 6:00,10
21/07/2017 6:15,10.2
21/07/2017 6:30,10.1
21/07/2017 6:45,9.9
21/07/2017 7:00,9.7
21/07/2017 7:15,9.7
21/07/2017 7:30,9.7
21/07/2017 7:45,9.7
21/07/2017 8:00,9.8
21/07/2017 8:15,14.8
21/07/2017 8:30,18.4
21/07/2017 8:45,19.4
21/07/2017 9:00,20.2
21/07/2017 9:15,20.5
21/07/2017 9:30,20.8
21/07/2017 9:45,20.9
21/07/2017 10:00,21.1
21/07/2017 10:15,21.1
21/07/2017 10:30,20.5
21/07/2017 10:45,20.5
21/07/2017 11:00,20.4
21/07/2017 11:15,20.5
21/07/2017 11:30,20.7
21/07/2017 11:45,21.2
21/07/2017 12:00,21.3
21/07/2017 12:15,19.9
21/07/2017 12:30,21.1
21/07/2017 12:45,20.6
21/07/2017 13:00,20.7
21/07/2017 13:15,20
21/07/2017 13:30,21.1
21/07/2017 13:45,20.3
21/07/2017 14:00,20.7
21/07/2017 14:15,21.2
21/07/2017 14:30,20.5
21/07/2017 14:45,20.5
21/07/2017 15:00,21
21/07/2017 15:15,20.6
21/07/2017 15:30,20.3
21/07/2017 15:45,20.7
21/07/2017 16:00,21.1
21/07/2017 16:15,20.4
21/07/2017 16:30,20.8
21/07/2017 16:45,21.2
21/07/2017 17:00,20.8
21/07/2017 17:15,20.2
21/07/2017 17:30,20.7
21/07/2017 17:45,21
