Timestamp,Bld_64_DDC_1.1_Rm_Temp(°C)
5/01/2018 16:30,21.2
5/01/2018 16:45,20.9
5/01/2018 17:00,21.2
5/01/2018 17:15,21.1
5/01/2018 17:30,20.9
5/01/2018 17:45,21.1
5/01/2018 18:00,20.9
5/01/2018 18:15,21
5/01/2018 18:30,21
5/01/2018 18:45,21.1
5/01/2018 19:00,21
5/01/2018 19:15,20.9
5/01/2018 19:30,21.1
5/01/2018 19:45,20.8
5/01/2018 20:00,20.9
5/01/2018 20:15,20.8
5/01/2018 20:30,20.8
5/01/2018 20:45,20.9
5/01/2018 21:00,20.8
5/01/2018 21:15,20.8
5/01/2018 21:30,21.1
5/01/2018 21:45,21.2
5/01/2018 22:00,21.1
5/01/2018 22:15,21
5/01/2018 22:30,21
5/01/2018 22:45,20.8
5/01/2018 23:00,20.8
5/01/2018 23:15,20.8
5/01/2018 23:30,20.8
5/01/2018 23:45,21.3
6/01/2018 0:00,21.6
6/01/2018 0:15,21.7
6/01/2018 0:30,21.8
6/01/2018 0:45,21.9
6/01/2018 1:00,21.9
6/01/2018 1:15,21.9
6/01/2018 1:30,21.9
6/01/2018 1:45,21.9
6/01/2018 2:00,21.9
6/01/2018 2:15,21.9
6/01/2018 2:30,21.9
6/01/2018 2:45,21.9
6/01/2018 3:00,21.9
6/01/2018 3:15,21.9
6/01/2018 3:30,21.8
6/01/2018 3:45,21.8
6/01/2018 4:00,21.7
6/01/2018 4:15,21.7
6/01/2018 4:30,21.7
6/01/2018 4:45,21.6
6/01/2018 5:00,21.6
6/01/2018 5:15,21.7
6/01/2018 5:30,21.6
6/01/2018 5:45,21.6
6/01/2018 6:00,21.6
6/01/2018 6:15,21.6
6/01/2018 6:30,21.6
6/01/2018 6:45,21.6
6/01/2018 7:00,21.6
6/01/2018 7:15,21.6
6/01/2018 7:30,21.6
6/01/2018 7:45,21.6
6/01/2018 8:00,21.6
6/01/2018 8:15,19.8
6/01/2018 8:30,20.3
6/01/2018 8:45,20.4
6/01/2018 9:00,20.7
6/01/2018 9:15,20.9
6/01/2018 9:30,20.9
6/01/2018 9:45,21.1
6/01/2018 10:00,21
6/01/2018 10:15,21.2
6/01/2018 10:30,20.9
6/01/2018 10:45,21.2
6/01/2018 11:00,21.1
6/01/2018 11:15,21.2
6/01/2018 11:30,21.1
6/01/2018 11:45,21.2
6/01/2018 12:00,20.9
6/01/2018 12:15,21.1
6/01/2018 12:30,21
6/01/2018 12:45,21
6/01/2018 13:00,21
6/01/2018 13:15,21.2
6/01/2018 13:30,21.1
6/01/2018 13:45,21
6/01/2018 14:00,21.2
6/01/2018 14:15,21.2
6/01/2018 14:30,21.2
6/01/2018 14:45,21.2
6/01/2018 15:00,21.2
6/01/2018 15:15,21.2
6/01/2018 15:30,21.2
6/01/2018 15:45,21.2
6/01/2018 16:00,21.1
6/01/2018 16:15,21.1
6/01/2018 16:30,21.2
6/01/2018 16:45,21.1
6/01/2018 17:00,21.2
6/01/2018 17:15,21.2
6/01/2018 17:30,21.1
6/01/2018 17:45,21.8
6/01/2018 18:00,22.3
6/01/2018 18:15,22.7
6/01/2018 18:30,22.9
6/01/2018 18:45,23.1
6/01/2018 19:00,23.3
6/01/2018 19:15,23.4
6/01/2018 19:30,23.5
6/01/2018 19:45,23.6
6/01/2018 20:00,23.7
6/01/2018 20:15,23.8
6/01/2018 20:30,23.8
6/01/2018 20:45,23.9
6/01/2018 21:00,24
6/01/2018 21:15,24.1
6/01/2018 21:30,24.1
6/01/2018 21:45,24.1
6/01/2018 22:00,24.1
6/01/2018 22:15,24.2
6/01/2018 22:30,24.2
6/01/2018 22:45,24.1
6/01/2018 23:00,24.1
6/01/2018 23:15,24
6/01/2018 23:30,24
6/01/2018 23:45,24
7/01/2018 0:00,23.7
7/01/2018 0:15,23.6
7/01/2018 0:30,23.4
7/01/2018 0:45,23
7/01/2018 1:00,23
7/01/2018 1:15,22.9
7/01/2018 1:30,22.7
7/01/2018 1:45,22.6
7/01/2018 2:00,22.6
7/01/2018 2:15,22.5
7/01/2018 2:30,22.3
7/01/2018 2:45,22.2
7/01/2018 3:00,22.2
7/01/2018 3:15,22.1
7/01/2018 3:30,22
7/01/2018 3:45,21.9
7/01/2018 4:00,21.9
7/01/2018 4:15,21.9
7/01/2018 4:30,21.7
7/01/2018 4:45,21.7
7/01/2018 5:00,21.6
7/01/2018 5:15,21.5
