Timestamp,Bld_64_DDC_1.1_Rm_Temp(°C)
15/12/2017 16:30,21
15/12/2017 16:45,21.1
15/12/2017 17:00,21.1
15/12/2017 17:15,21.1
15/12/2017 17:30,21.2
15/12/2017 17:45,21
15/12/2017 18:00,21.1
15/12/2017 18:15,20.9
15/12/2017 18:30,21
15/12/2017 18:45,21
15/12/2017 19:00,20.9
15/12/2017 19:15,20.9
15/12/2017 19:30,20.9
15/12/2017 19:45,20.9
15/12/2017 20:00,20.8
15/12/2017 20:15,21
15/12/2017 20:30,21.1
15/12/2017 20:45,21
15/12/2017 21:00,20.9
15/12/2017 21:15,21.1
15/12/2017 21:30,22.1
15/12/2017 21:45,21.8
15/12/2017 22:00,21.4
15/12/2017 22:15,21.2
15/12/2017 22:30,21.2
15/12/2017 22:45,21.1
15/12/2017 23:00,21.1
15/12/2017 23:15,21.1
15/12/2017 23:30,21
15/12/2017 23:45,21.2
16/12/2017 0:00,21.2
16/12/2017 0:15,21
16/12/2017 0:30,20.9
16/12/2017 0:45,20.7
16/12/2017 1:00,20.5
16/12/2017 1:15,20.4
16/12/2017 1:30,20.2
16/12/2017 1:45,20
16/12/2017 2:00,19.9
16/12/2017 2:15,19.8
16/12/2017 2:30,19.7
16/12/2017 2:45,19.6
16/12/2017 3:00,19.5
16/12/2017 3:15,19.4
16/12/2017 3:30,19.4
16/12/2017 3:45,19.3
16/12/2017 4:00,19.1
16/12/2017 4:15,19.1
16/12/2017 4:30,19.1
16/12/2017 4:45,19
16/12/2017 5:00,19
16/12/2017 5:15,19
16/12/2017 5:30,18.9
16/12/2017 5:45,18.8
16/12/2017 6:00,18.6
16/12/2017 6:15,18.6
16/12/2017 18:15,21.4
16/12/2017 18:30,21.6
16/12/2017 18:45,21.8
16/12/2017 19:00,21.9
16/12/2017 19:15,21.9
16/12/2017 19:30,22
16/12/2017 19:45,21.9
16/12/2017 20:00,22
16/12/2017 20:15,22
16/12/2017 20:30,22
16/12/2017 20:45,22
16/12/2017 21:00,21.9
16/12/2017 21:15,21.6
16/12/2017 21:30,21.2
16/12/2017 21:45,21.2
16/12/2017 22:00,21
16/12/2017 22:15,20.9
16/12/2017 22:30,20.8
16/12/2017 22:45,20.7
16/12/2017 23:00,20.6
16/12/2017 23:15,20.5
16/12/2017 23:30,20.3
16/12/2017 23:45,20.3
17/12/2017 0:00,20.3
17/12/2017 0:15,20.2
17/12/2017 0:30,20.1
17/12/2017 0:45,20
17/12/2017 1:00,20
17/12/2017 1:15,19.9
17/12/2017 1:30,19.8
17/12/2017 1:45,19.8
17/12/2017 2:00,19.7
17/12/2017 2:15,19.6
17/12/2017 2:30,19.4
17/12/2017 2:45,19.4
17/12/2017 3:00,19.4
17/12/2017 3:15,19.4
17/12/2017 3:30,19.4
17/12/2017 3:45,19.3
17/12/2017 4:00,19.2
17/12/2017 4:15,19.1
17/12/2017 4:30,19.1
17/12/2017 4:45,19.1
17/12/2017 5:00,19.1
17/12/2017 5:15,19.1
17/12/2017 5:30,19
17/12/2017 5:45,19
17/12/2017 6:00,18.9
17/12/2017 6:15,18.9
17/12/2017 6:30,18.8
17/12/2017 6:45,18.9
17/12/2017 7:00,18.8
17/12/2017 7:15,18.8
17/12/2017 7:30,18.8
17/12/2017 7:45,18.8
17/12/2017 8:00,18.8
17/12/2017 8:15,18.8
17/12/2017 8:30,18.9
17/12/2017 8:45,18.9
17/12/2017 9:00,19
17/12/2017 9:15,19.1
