Timestamp,Bld_64_DDC_1.1_Rm_Temp(°C)
15/10/2017 16:30,17
15/10/2017 16:45,17
15/10/2017 17:00,17.1
15/10/2017 17:15,17.2
15/10/2017 17:30,17.2
15/10/2017 17:45,17.2
15/10/2017 18:00,17.3
15/10/2017 18:15,17.3
15/10/2017 18:30,17.3
15/10/2017 18:45,17.3
15/10/2017 19:00,17.3
15/10/2017 19:15,17.3
15/10/2017 19:30,17.3
15/10/2017 19:45,17.2
15/10/2017 20:00,17.1
15/10/2017 20:15,17
15/10/2017 20:30,17
15/10/2017 20:45,16.8
15/10/2017 21:00,16.6
15/10/2017 21:15,16.5
15/10/2017 21:30,16.4
15/10/2017 21:45,16.3
15/10/2017 22:00,16.2
15/10/2017 22:15,16.2
15/10/2017 22:30,16.1
15/10/2017 22:45,16
15/10/2017 23:00,15.9
15/10/2017 23:15,15.9
15/10/2017 23:30,15.8
15/10/2017 23:45,15.7
16/10/2017 0:00,15.6
16/10/2017 0:15,15.6
16/10/2017 0:30,15.6
16/10/2017 0:45,15.5
16/10/2017 1:00,15.4
16/10/2017 1:15,15.3
16/10/2017 1:30,15.3
16/10/2017 1:45,15.3
16/10/2017 2:00,15.2
16/10/2017 2:15,15.2
16/10/2017 2:30,15.1
16/10/2017 2:45,15
16/10/2017 3:00,14.9
16/10/2017 3:15,14.8
16/10/2017 3:30,14.8
16/10/2017 3:45,14.8
16/10/2017 4:00,14.8
16/10/2017 4:15,14.7
16/10/2017 4:30,14.7
16/10/2017 4:45,14.7
16/10/2017 5:00,14.6
16/10/2017 5:15,14.6
16/10/2017 5:30,14.5
16/10/2017 5:45,14.4
16/10/2017 6:00,14.4
16/10/2017 6:15,14.4
16/10/2017 6:30,14.4
16/10/2017 6:45,14.4
16/10/2017 7:00,14.3
16/10/2017 7:15,14.3
16/10/2017 7:30,14.3
16/10/2017 7:45,14.4
16/10/2017 8:00,14.3
16/10/2017 8:15,17.9
16/10/2017 8:30,20
16/10/2017 8:45,20.5
16/10/2017 9:00,20.7
16/10/2017 9:15,20.9
16/10/2017 9:30,20.9
16/10/2017 9:45,21
16/10/2017 10:00,21.2
16/10/2017 10:15,20.9
16/10/2017 10:30,21
16/10/2017 10:45,21.1
16/10/2017 11:00,21.2
16/10/2017 11:15,20.9
16/10/2017 11:30,21.1
16/10/2017 11:45,21.2
16/10/2017 12:00,21.6
16/10/2017 12:15,21.9
16/10/2017 12:30,21.7
16/10/2017 12:45,21.6
16/10/2017 13:00,21.3
16/10/2017 13:15,21.5
16/10/2017 13:30,21.3
16/10/2017 13:45,21.4
16/10/2017 14:00,21.1
16/10/2017 14:15,20.9
16/10/2017 14:30,21
16/10/2017 14:45,21.1
16/10/2017 15:00,21.1
16/10/2017 15:15,21.1
16/10/2017 15:30,21.1
16/10/2017 15:45,21
16/10/2017 16:00,20.7
16/10/2017 16:15,21.2
16/10/2017 16:30,21
16/10/2017 16:45,21.1
16/10/2017 17:00,21.1
16/10/2017 17:15,20.5
16/10/2017 17:30,20.8
16/10/2017 17:45,20.9
16/10/2017 18:00,20.9
16/10/2017 18:15,20.9
16/10/2017 18:30,20.8
16/10/2017 18:45,21
16/10/2017 19:00,20.9
16/10/2017 19:15,21.1
16/10/2017 19:30,21
16/10/2017 19:45,21
16/10/2017 20:00,20.9
16/10/2017 20:15,20.9
16/10/2017 20:30,20.9
16/10/2017 20:45,21
16/10/2017 21:00,20.8
16/10/2017 21:15,20.8
16/10/2017 21:30,20.8
16/10/2017 21:45,20.7
16/10/2017 22:00,20.7
16/10/2017 22:15,20.6
16/10/2017 22:30,20.6
16/10/2017 22:45,20.6
16/10/2017 23:00,20.5
16/10/2017 23:15,20.5
16/10/2017 23:30,20.7
16/10/2017 23:45,20.5
17/10/2017 0:00,20.4
17/10/2017 0:15,20.3
17/10/2017 0:30,20.3
17/10/2017 0:45,20.1
17/10/2017 1:00,19.7
17/10/2017 1:15,19.5
17/10/2017 1:30,19.4
17/10/2017 1:45,19.2
17/10/2017 2:00,19.1
17/10/2017 2:15,19.1
17/10/2017 2:30,19
17/10/2017 2:45,18.9
17/10/2017 3:00,18.8
17/10/2017 3:15,18.7
17/10/2017 3:30,18.6
17/10/2017 3:45,18.5
17/10/2017 4:00,18.4
