Timestamp,Bld_64_DDC_1.1_R.Air_Co2(ppm)
30-Aug-17 3:30:00 pm,636.7
30-Aug-17 3:45:00 pm,646.5
30-Aug-17 4:00:00 pm,648.4
30-Aug-17 4:15:00 pm,654.3
30-Aug-17 4:30:00 pm,660.2
30-Aug-17 4:45:00 pm,652.3
30-Aug-17 5:00:00 pm,656.3
30-Aug-17 5:15:00 pm,652.3
30-Aug-17 5:30:00 pm,636.7
30-Aug-17 5:45:00 pm,650.4
30-Aug-17 6:00:00 pm,646.5
30-Aug-17 6:15:00 pm,627.0
30-Aug-17 6:30:00 pm,619.1
30-Aug-17 6:45:00 pm,609.4
30-Aug-17 7:00:00 pm,605.5
30-Aug-17 7:15:00 pm,564.5
30-Aug-17 7:30:00 pm,562.5
30-Aug-17 7:45:00 pm,564.5
30-Aug-17 8:00:00 pm,558.6
30-Aug-17 8:15:00 pm,462.9
30-Aug-17 8:30:00 pm,457.0
30-Aug-17 8:45:00 pm,455.1
30-Aug-17 9:00:00 pm,459.0
30-Aug-17 9:15:00 pm,462.9
30-Aug-17 9:30:00 pm,462.9
30-Aug-17 9:45:00 pm,462.9
30-Aug-17 10:00:00 pm,459.0
30-Aug-17 10:15:00 pm,462.9
30-Aug-17 10:30:00 pm,472.7
30-Aug-17 10:45:00 pm,468.8
30-Aug-17 11:00:00 pm,468.8
30-Aug-17 11:15:00 pm,468.8
30-Aug-17 11:30:00 pm,472.7
30-Aug-17 11:45:00 pm,470.7
31-Aug-17 12:00:00 am,455.1
31-Aug-17 12:15:00 am,455.1
31-Aug-17 12:30:00 am,457.0
31-Aug-17 12:45:00 am,466.8
31-Aug-17 1:00:00 am,455.1
31-Aug-17 1:15:00 am,462.9
31-Aug-17 1:30:00 am,457.0
31-Aug-17 1:45:00 am,451.2
31-Aug-17 2:00:01 am,451.2
31-Aug-17 2:15:00 am,449.2
31-Aug-17 2:30:00 am,457.0
31-Aug-17 2:45:00 am,460.9
31-Aug-17 3:00:00 am,445.3
31-Aug-17 3:15:00 am,447.3
31-Aug-17 3:30:00 am,445.3
31-Aug-17 3:45:00 am,449.2
31-Aug-17 4:00:00 am,447.3
31-Aug-17 4:15:00 am,451.2
31-Aug-17 4:30:00 am,445.3
31-Aug-17 4:45:00 am,462.9
31-Aug-17 5:00:00 am,466.8
31-Aug-17 5:15:00 am,457.0
31-Aug-17 5:30:00 am,453.1
31-Aug-17 5:45:00 am,451.2
31-Aug-17 6:00:00 am,455.1
31-Aug-17 6:15:00 am,459.0
31-Aug-17 6:30:00 am,464.8
31-Aug-17 6:45:00 am,476.6
31-Aug-17 7:00:00 am,476.6
31-Aug-17 7:15:00 am,476.6
31-Aug-17 7:30:00 am,492.2
31-Aug-17 7:45:00 am,503.9
31-Aug-17 8:00:00 am,517.6
31-Aug-17 8:15:00 am,539.1
31-Aug-17 8:30:00 am,580.1
