Timestamp,Bld_64_DDC_1.1_R.Air_Co2(ppm)
05-Jan-18 4:30:00 pm,429.7
05-Jan-18 4:45:00 pm,427.7
05-Jan-18 5:00:00 pm,423.8
05-Jan-18 5:15:00 pm,429.7
05-Jan-18 5:30:00 pm,419.9
05-Jan-18 5:45:00 pm,419.9
05-Jan-18 6:00:00 pm,419.9
05-Jan-18 6:15:00 pm,419.9
05-Jan-18 6:30:00 pm,418.0
05-Jan-18 6:45:00 pm,419.9
05-Jan-18 7:00:00 pm,418.0
05-Jan-18 7:15:00 pm,416.0
05-Jan-18 7:30:00 pm,418.0
05-Jan-18 7:45:00 pm,418.0
05-Jan-18 8:00:00 pm,418.0
05-Jan-18 8:15:00 pm,419.9
05-Jan-18 8:30:00 pm,419.9
05-Jan-18 8:45:00 pm,416.0
05-Jan-18 9:00:00 pm,419.9
05-Jan-18 9:15:00 pm,419.9
05-Jan-18 9:30:00 pm,416.0
05-Jan-18 9:45:00 pm,419.9
05-Jan-18 10:00:00 pm,419.9
05-Jan-18 10:15:00 pm,425.8
05-Jan-18 10:30:00 pm,425.8
05-Jan-18 10:45:00 pm,427.7
05-Jan-18 11:00:00 pm,429.7
05-Jan-18 11:15:00 pm,427.7
05-Jan-18 11:30:00 pm,429.7
05-Jan-18 11:45:00 pm,431.6
06-Jan-18 12:00:00 am,435.5
06-Jan-18 12:15:00 am,437.5
06-Jan-18 12:30:00 am,435.5
06-Jan-18 12:45:00 am,439.5
06-Jan-18 1:00:00 am,437.5
06-Jan-18 1:15:00 am,439.5
06-Jan-18 1:30:00 am,441.4
06-Jan-18 1:45:00 am,441.4
06-Jan-18 2:00:00 am,441.4
06-Jan-18 2:15:00 am,441.4
06-Jan-18 2:30:00 am,441.4
06-Jan-18 2:45:00 am,443.4
06-Jan-18 3:00:00 am,443.4
06-Jan-18 3:15:00 am,447.3
06-Jan-18 3:30:00 am,447.3
06-Jan-18 3:45:00 am,447.3
06-Jan-18 4:00:00 am,451.2
06-Jan-18 4:15:00 am,451.2
06-Jan-18 4:30:00 am,451.2
06-Jan-18 4:45:00 am,451.2
06-Jan-18 5:00:00 am,451.2
06-Jan-18 5:15:00 am,453.1
06-Jan-18 5:30:00 am,453.1
06-Jan-18 5:45:00 am,453.1
06-Jan-18 6:00:00 am,451.2
06-Jan-18 6:15:00 am,451.2
06-Jan-18 6:30:00 am,451.2
06-Jan-18 6:45:00 am,451.2
06-Jan-18 7:00:00 am,451.2
06-Jan-18 7:15:00 am,453.1
06-Jan-18 7:30:00 am,449.2
06-Jan-18 7:45:00 am,449.2
06-Jan-18 8:00:00 am,447.3
06-Jan-18 8:15:00 am,447.3
06-Jan-18 8:30:00 am,445.3
06-Jan-18 8:45:00 am,437.5
06-Jan-18 9:00:00 am,433.6
06-Jan-18 9:15:00 am,431.6
06-Jan-18 9:30:00 am,425.8
06-Jan-18 9:45:00 am,427.7
06-Jan-18 10:00:00 am,423.8
06-Jan-18 10:15:00 am,421.9
06-Jan-18 10:30:00 am,419.9
06-Jan-18 10:45:00 am,419.9
06-Jan-18 11:00:00 am,419.9
06-Jan-18 11:15:00 am,419.9
06-Jan-18 11:30:00 am,418.0
06-Jan-18 11:45:00 am,419.9
06-Jan-18 12:00:00 pm,421.9
06-Jan-18 12:15:00 pm,419.9
06-Jan-18 12:30:00 pm,421.9
06-Jan-18 12:45:00 pm,419.9
06-Jan-18 1:00:00 pm,418.0
06-Jan-18 1:15:00 pm,421.9
06-Jan-18 1:30:00 pm,419.9
06-Jan-18 1:45:00 pm,418.0
06-Jan-18 2:00:00 pm,414.1
06-Jan-18 2:15:00 pm,416.0
06-Jan-18 2:30:00 pm,414.1
06-Jan-18 2:45:00 pm,414.1
06-Jan-18 3:00:00 pm,414.1
06-Jan-18 3:15:00 pm,412.1
06-Jan-18 3:30:00 pm,412.1
06-Jan-18 3:45:00 pm,412.1
06-Jan-18 4:00:00 pm,416.0
06-Jan-18 4:15:00 pm,408.2
06-Jan-18 4:30:00 pm,412.1
06-Jan-18 4:45:00 pm,414.1
06-Jan-18 5:00:00 pm,412.1
06-Jan-18 5:15:00 pm,412.1
06-Jan-18 5:30:00 pm,412.1
06-Jan-18 5:45:00 pm,416.0
06-Jan-18 6:00:00 pm,421.9
06-Jan-18 6:15:00 pm,421.9
06-Jan-18 6:30:00 pm,423.8
06-Jan-18 6:45:00 pm,425.8
06-Jan-18 7:00:00 pm,425.8
06-Jan-18 7:15:00 pm,425.8
06-Jan-18 7:30:00 pm,427.7
06-Jan-18 7:45:00 pm,427.7
06-Jan-18 8:00:00 pm,429.7
06-Jan-18 8:15:00 pm,429.7
06-Jan-18 8:30:00 pm,431.6
06-Jan-18 8:45:00 pm,431.6
06-Jan-18 9:00:00 pm,431.6
06-Jan-18 9:15:00 pm,433.6
06-Jan-18 9:30:00 pm,433.6
06-Jan-18 9:45:00 pm,433.6
06-Jan-18 10:00:00 pm,435.5
