Timestamp,Bld_64_DDC_1.1_R.Air_Co2(ppm)
20-Jul-17 3:30:00 pm,437.5
20-Jul-17 3:45:00 pm,439.5
20-Jul-17 4:00:00 pm,439.5
20-Jul-17 4:15:00 pm,433.6
20-Jul-17 4:30:00 pm,464.8
20-Jul-17 4:45:00 pm,486.3
20-Jul-17 5:00:00 pm,478.5
20-Jul-17 5:15:00 pm,478.5
20-Jul-17 5:30:00 pm,478.5
20-Jul-17 5:45:00 pm,459.0
20-Jul-17 6:00:00 pm,449.2
20-Jul-17 6:15:00 pm,447.3
20-Jul-17 6:30:00 pm,445.3
20-Jul-17 6:45:00 pm,445.3
20-Jul-17 7:00:00 pm,447.3
20-Jul-17 7:15:00 pm,482.4
20-Jul-17 7:30:00 pm,478.5
20-Jul-17 7:45:00 pm,466.8
20-Jul-17 8:00:00 pm,460.9
20-Jul-17 8:15:00 pm,453.1
20-Jul-17 8:30:00 pm,453.1
20-Jul-17 8:45:00 pm,447.3
20-Jul-17 9:00:00 pm,451.2
20-Jul-17 9:15:00 pm,449.2
20-Jul-17 9:30:00 pm,455.1
20-Jul-17 9:45:00 pm,455.1
20-Jul-17 10:00:00 pm,451.2
20-Jul-17 10:15:00 pm,445.3
20-Jul-17 10:30:00 pm,441.4
20-Jul-17 10:45:00 pm,443.4
20-Jul-17 11:00:00 pm,441.4
20-Jul-17 11:15:00 pm,441.4
20-Jul-17 11:30:00 pm,441.4
20-Jul-17 11:45:00 pm,445.3
21-Jul-17 12:00:00 am,439.5
21-Jul-17 12:15:00 am,449.2
21-Jul-17 12:30:00 am,449.2
21-Jul-17 12:45:00 am,453.1
21-Jul-17 1:00:00 am,464.8
21-Jul-17 1:15:00 am,459.0
21-Jul-17 1:30:00 am,449.2
21-Jul-17 1:45:00 am,457.0
21-Jul-17 2:00:00 am,457.0
21-Jul-17 2:15:00 am,459.0
21-Jul-17 2:30:00 am,462.9
21-Jul-17 2:45:00 am,462.9
21-Jul-17 3:00:00 am,460.9
21-Jul-17 3:15:00 am,466.8
21-Jul-17 3:30:00 am,478.5
21-Jul-17 3:45:00 am,472.7
21-Jul-17 4:00:00 am,474.6
21-Jul-17 4:15:00 am,474.6
21-Jul-17 4:30:00 am,474.6
21-Jul-17 4:45:00 am,474.6
21-Jul-17 5:00:00 am,462.9
21-Jul-17 5:15:00 am,462.9
21-Jul-17 5:30:00 am,464.8
21-Jul-17 5:45:00 am,466.8
21-Jul-17 6:00:00 am,462.9
21-Jul-17 6:15:00 am,460.9
21-Jul-17 6:30:00 am,455.1
21-Jul-17 6:45:00 am,453.1
21-Jul-17 7:00:00 am,451.2
21-Jul-17 7:15:00 am,451.2
21-Jul-17 7:30:00 am,445.3
21-Jul-17 7:45:00 am,449.2
21-Jul-17 8:00:00 am,447.3
21-Jul-17 8:15:00 am,455.1
21-Jul-17 8:30:00 am,462.9
21-Jul-17 8:45:00 am,462.9
21-Jul-17 9:00:00 am,466.8
21-Jul-17 9:15:00 am,460.9
21-Jul-17 9:30:00 am,459.0
21-Jul-17 9:45:00 am,470.7
21-Jul-17 10:00:00 am,498.0
21-Jul-17 10:15:00 am,507.8
21-Jul-17 10:30:00 am,498.0
21-Jul-17 10:45:00 am,476.6
21-Jul-17 11:00:00 am,464.8
21-Jul-17 11:15:00 am,455.1
21-Jul-17 11:30:00 am,449.2
21-Jul-17 11:45:00 am,451.2
21-Jul-17 12:00:00 pm,445.3
21-Jul-17 12:15:00 pm,449.2
21-Jul-17 12:30:00 pm,466.8
21-Jul-17 12:45:00 pm,449.2
21-Jul-17 1:00:00 pm,447.3
21-Jul-17 1:15:00 pm,449.2
21-Jul-17 1:30:00 pm,451.2
21-Jul-17 1:45:00 pm,462.9
21-Jul-17 2:00:00 pm,486.3
21-Jul-17 2:15:00 pm,457.0
21-Jul-17 2:30:00 pm,445.3
21-Jul-17 2:45:00 pm,433.6
21-Jul-17 3:00:00 pm,443.4
21-Jul-17 3:15:00 pm,435.5
21-Jul-17 3:30:00 pm,433.6
21-Jul-17 3:45:00 pm,431.6
21-Jul-17 4:00:01 pm,431.6
21-Jul-17 4:15:00 pm,437.5
21-Jul-17 4:30:00 pm,431.6
21-Jul-17 4:45:00 pm,429.7
21-Jul-17 5:00:00 pm,429.7
21-Jul-17 5:15:00 pm,431.6
21-Jul-17 5:30:00 pm,433.6
21-Jul-17 5:45:00 pm,429.7
21-Jul-17 6:00:00 pm,433.6
21-Jul-17 6:15:00 pm,433.6
21-Jul-17 6:30:00 pm,437.5
21-Jul-17 6:45:00 pm,441.4
21-Jul-17 7:00:00 pm,437.5
21-Jul-17 7:15:00 pm,437.5
21-Jul-17 7:30:00 pm,435.5
21-Jul-17 7:45:00 pm,435.5
21-Jul-17 8:00:00 pm,435.5
21-Jul-17 8:15:00 pm,435.5
21-Jul-17 8:30:00 pm,433.6
21-Jul-17 8:45:00 pm,433.6
21-Jul-17 9:00:00 pm,431.6
21-Jul-17 9:15:00 pm,429.7
21-Jul-17 9:30:00 pm,433.6
21-Jul-17 9:45:00 pm,431.6
21-Jul-17 10:00:00 pm,431.6
21-Jul-17 10:15:00 pm,431.6
21-Jul-17 10:30:00 pm,433.6
21-Jul-17 10:45:00 pm,433.6
21-Jul-17 11:00:00 pm,433.6
21-Jul-17 11:15:00 pm,435.5
21-Jul-17 11:30:00 pm,435.5
21-Jul-17 11:45:00 pm,435.5
22-Jul-17 12:00:00 am,429.7
22-Jul-17 12:15:00 am,429.7
22-Jul-17 12:30:00 am,437.5
22-Jul-17 12:45:00 am,439.5
22-Jul-17 1:00:00 am,433.6
22-Jul-17 1:15:00 am,437.5
22-Jul-17 1:30:00 am,439.5
22-Jul-17 1:45:00 am,429.7
22-Jul-17 2:00:00 am,437.5
22-Jul-17 2:15:00 am,433.6
22-Jul-17 2:30:00 am,431.6
22-Jul-17 2:45:00 am,433.6
22-Jul-17 3:00:00 am,431.6
22-Jul-17 3:15:00 am,429.7
22-Jul-17 3:30:00 am,427.7
22-Jul-17 3:45:00 am,429.7
22-Jul-17 4:00:00 am,425.8
22-Jul-17 4:15:00 am,425.8
22-Jul-17 4:30:00 am,421.9
22-Jul-17 4:45:00 am,425.8
22-Jul-17 5:00:00 am,425.8
22-Jul-17 5:15:00 am,423.8
22-Jul-17 5:30:00 am,427.7
22-Jul-17 5:45:00 am,427.7
22-Jul-17 6:00:00 am,431.6
22-Jul-17 6:15:00 am,425.8
22-Jul-17 6:30:00 am,427.7
22-Jul-17 6:45:00 am,425.8
22-Jul-17 7:00:00 am,427.7
22-Jul-17 7:15:00 am,425.8
22-Jul-17 7:30:00 am,425.8
22-Jul-17 7:45:00 am,423.8
22-Jul-17 8:00:00 am,425.8
22-Jul-17 8:15:00 am,429.7
22-Jul-17 8:30:00 am,427.7
22-Jul-17 8:45:00 am,433.6
22-Jul-17 9:00:00 am,427.7
22-Jul-17 9:15:00 am,429.7
22-Jul-17 9:30:00 am,429.7
22-Jul-17 9:45:00 am,429.7
22-Jul-17 10:00:00 am,423.8
22-Jul-17 10:15:00 am,423.8
22-Jul-17 10:30:00 am,423.8
22-Jul-17 10:45:00 am,421.9
22-Jul-17 11:00:00 am,421.9
22-Jul-17 11:15:00 am,419.9
22-Jul-17 11:30:00 am,419.9
22-Jul-17 11:45:00 am,416.0
22-Jul-17 12:00:00 pm,419.9
22-Jul-17 12:15:00 pm,418.0
22-Jul-17 12:30:00 pm,419.9
22-Jul-17 12:45:00 pm,416.0
22-Jul-17 1:00:00 pm,418.0
22-Jul-17 1:15:00 pm,416.0
22-Jul-17 1:30:00 pm,418.0
22-Jul-17 1:45:00 pm,416.0
22-Jul-17 2:00:00 pm,414.1
22-Jul-17 2:15:00 pm,418.0
22-Jul-17 2:30:00 pm,414.1
22-Jul-17 2:45:00 pm,414.1
22-Jul-17 3:00:00 pm,416.0
22-Jul-17 3:15:00 pm,410.2
22-Jul-17 3:30:00 pm,414.1
22-Jul-17 3:45:00 pm,414.1
22-Jul-17 4:00:00 pm,412.1
22-Jul-17 4:15:00 pm,414.1
22-Jul-17 4:30:00 pm,418.0
22-Jul-17 4:45:00 pm,418.0
22-Jul-17 5:00:00 pm,418.0
22-Jul-17 5:15:00 pm,414.1
22-Jul-17 5:30:00 pm,414.1
22-Jul-17 5:45:00 pm,419.9
22-Jul-17 6:00:00 pm,414.1
22-Jul-17 6:15:00 pm,419.9
22-Jul-17 6:30:00 pm,419.9
22-Jul-17 6:45:00 pm,418.0
22-Jul-17 7:00:00 pm,419.9
22-Jul-17 7:15:00 pm,418.0
22-Jul-17 7:30:00 pm,419.9
22-Jul-17 7:45:00 pm,419.9
22-Jul-17 8:00:00 pm,421.9
22-Jul-17 8:15:00 pm,418.0
22-Jul-17 8:30:00 pm,421.9
22-Jul-17 8:45:00 pm,419.9
22-Jul-17 9:00:00 pm,419.9
22-Jul-17 9:15:00 pm,421.9
22-Jul-17 9:30:00 pm,419.9
22-Jul-17 9:45:00 pm,418.0
22-Jul-17 10:00:00 pm,418.0
22-Jul-17 10:15:00 pm,416.0
22-Jul-17 10:30:00 pm,416.0
22-Jul-17 10:45:00 pm,418.0
22-Jul-17 11:00:00 pm,419.9
22-Jul-17 11:15:00 pm,419.9
22-Jul-17 11:30:00 pm,418.0
22-Jul-17 11:45:00 pm,418.0
23-Jul-17 12:00:00 am,418.0
23-Jul-17 12:15:00 am,418.0
23-Jul-17 12:30:00 am,418.0
23-Jul-17 12:45:00 am,416.0
23-Jul-17 1:00:00 am,416.0
23-Jul-17 1:15:00 am,418.0
23-Jul-17 1:30:00 am,418.0
23-Jul-17 1:45:00 am,414.1
23-Jul-17 2:00:00 am,412.1
23-Jul-17 2:15:00 am,416.0
23-Jul-17 2:30:00 am,412.1
23-Jul-17 2:45:00 am,410.2
23-Jul-17 3:00:00 am,416.0
23-Jul-17 3:15:00 am,414.1
23-Jul-17 3:30:00 am,414.1
23-Jul-17 3:45:00 am,414.1
23-Jul-17 4:00:00 am,412.1
23-Jul-17 4:15:00 am,408.2
23-Jul-17 4:30:00 am,412.1
23-Jul-17 4:45:00 am,410.2
23-Jul-17 5:00:00 am,408.2
23-Jul-17 5:15:00 am,412.1
23-Jul-17 5:30:00 am,408.2
23-Jul-17 5:45:00 am,414.1
23-Jul-17 6:00:00 am,412.1
23-Jul-17 6:15:00 am,408.2
23-Jul-17 6:30:00 am,412.1
23-Jul-17 6:45:02 am,414.1
23-Jul-17 7:00:00 am,412.1
23-Jul-17 7:15:00 am,410.2
23-Jul-17 7:30:00 am,410.2
23-Jul-17 7:45:00 am,412.1
23-Jul-17 8:00:00 am,410.2
23-Jul-17 8:15:00 am,412.1
23-Jul-17 8:30:00 am,414.1
23-Jul-17 8:45:00 am,416.0
23-Jul-17 9:00:00 am,412.1
23-Jul-17 9:15:00 am,414.1
23-Jul-17 9:30:00 am,414.1
23-Jul-17 9:45:00 am,412.1
23-Jul-17 10:00:00 am,410.2
23-Jul-17 10:15:00 am,414.1
23-Jul-17 10:30:00 am,414.1
23-Jul-17 10:45:00 am,414.1
23-Jul-17 11:00:00 am,416.0
23-Jul-17 11:15:00 am,416.0
23-Jul-17 11:30:00 am,414.1
23-Jul-17 11:45:00 am,414.1
23-Jul-17 12:00:00 pm,412.1
23-Jul-17 12:15:00 pm,414.1
23-Jul-17 12:30:00 pm,416.0
23-Jul-17 12:45:00 pm,416.0
23-Jul-17 1:00:00 pm,419.9
23-Jul-17 1:15:00 pm,416.0
23-Jul-17 1:30:00 pm,414.1
