Timestamp,Bld_64_DDC_1.1_R.Air_Co2(ppm)
25-Nov-17 4:30:00 pm,419.9
25-Nov-17 4:45:00 pm,421.9
25-Nov-17 5:00:00 pm,421.9
25-Nov-17 5:15:00 pm,421.9
25-Nov-17 5:30:00 pm,421.9
25-Nov-17 5:45:00 pm,425.8
25-Nov-17 6:00:00 pm,429.7
25-Nov-17 6:15:00 pm,431.6
25-Nov-17 6:30:00 pm,433.6
25-Nov-17 6:45:00 pm,433.6
25-Nov-17 7:00:00 pm,431.6
25-Nov-17 7:15:00 pm,431.6
25-Nov-17 7:30:00 pm,435.5
25-Nov-17 7:45:00 pm,435.5
25-Nov-17 8:00:00 pm,433.6
25-Nov-17 8:15:00 pm,435.5
25-Nov-17 8:30:00 pm,435.5
25-Nov-17 8:45:00 pm,437.5
25-Nov-17 9:00:00 pm,437.5
25-Nov-17 9:15:00 pm,435.5
25-Nov-17 9:30:00 pm,439.5
25-Nov-17 9:45:00 pm,439.5
25-Nov-17 10:00:00 pm,437.5
25-Nov-17 10:15:00 pm,435.5
25-Nov-17 10:30:00 pm,437.5
25-Nov-17 10:45:00 pm,437.5
25-Nov-17 11:00:00 pm,439.5
25-Nov-17 11:15:00 pm,439.5
25-Nov-17 11:30:00 pm,441.4
25-Nov-17 11:45:00 pm,445.3
26-Nov-17 12:00:00 am,447.3
26-Nov-17 12:15:00 am,445.3
26-Nov-17 12:30:00 am,449.2
26-Nov-17 12:45:00 am,451.2
26-Nov-17 1:00:00 am,453.1
26-Nov-17 1:15:00 am,449.2
26-Nov-17 1:30:00 am,447.3
26-Nov-17 1:45:00 am,449.2
26-Nov-17 2:00:00 am,451.2
26-Nov-17 2:15:00 am,449.2
26-Nov-17 2:30:00 am,453.1
26-Nov-17 2:45:00 am,451.2
26-Nov-17 3:00:00 am,453.1
26-Nov-17 3:15:00 am,457.0
26-Nov-17 3:30:00 am,455.1
26-Nov-17 3:45:00 am,457.0
26-Nov-17 4:00:00 am,459.0
26-Nov-17 4:15:00 am,459.0
26-Nov-17 4:30:00 am,460.9
26-Nov-17 4:45:00 am,459.0
26-Nov-17 5:00:00 am,457.0
26-Nov-17 5:15:00 am,453.1
26-Nov-17 5:30:00 am,443.4
26-Nov-17 5:45:00 am,433.6
26-Nov-17 6:00:00 am,433.6
26-Nov-17 6:15:00 am,437.5
26-Nov-17 6:30:00 am,439.5
26-Nov-17 6:45:00 am,439.5
26-Nov-17 7:00:00 am,445.3
26-Nov-17 7:15:00 am,439.5
26-Nov-17 7:30:00 am,447.3
26-Nov-17 7:45:00 am,457.0
26-Nov-17 8:00:00 am,443.4
26-Nov-17 8:15:00 am,445.3
26-Nov-17 8:30:00 am,460.9
26-Nov-17 8:45:00 am,466.8
26-Nov-17 9:00:00 am,474.6
26-Nov-17 9:15:00 am,480.5
26-Nov-17 9:30:00 am,480.5
26-Nov-17 9:45:00 am,480.5
26-Nov-17 10:00:00 am,468.8
26-Nov-17 10:15:00 am,515.6
26-Nov-17 10:30:00 am,726.6
26-Nov-17 10:45:00 am,853.5
26-Nov-17 11:00:00 am,925.8
26-Nov-17 11:15:00 am,707.0
26-Nov-17 11:30:00 am,935.5
26-Nov-17 11:45:00 am,"1,252.0"
26-Nov-17 12:00:00 pm,"1,425.8"
26-Nov-17 12:15:00 pm,771.5
26-Nov-17 12:30:00 pm,617.2
26-Nov-17 12:45:00 pm,607.4
26-Nov-17 1:00:00 pm,587.9
26-Nov-17 1:15:00 pm,916.0
26-Nov-17 1:30:00 pm,892.6
26-Nov-17 1:45:00 pm,791.0
26-Nov-17 2:00:00 pm,769.5
26-Nov-17 2:15:00 pm,623.0
26-Nov-17 2:30:00 pm,648.4
26-Nov-17 2:45:00 pm,656.3
26-Nov-17 3:00:00 pm,617.2
26-Nov-17 3:15:00 pm,582.0
26-Nov-17 3:30:00 pm,541.0
26-Nov-17 3:45:00 pm,509.8
