Date/Time,AC_1.4Status,AC_1.4TempSP,AC_1.4Temp,Bld81_RoofOATemp
1/02/2018 12:00:00 AM,On , 24.0, 22.1, 14.6
31/01/2018 11:45:00 PM,On , 24.0, 22.1, 14.7
31/01/2018 11:30:00 PM,On , 24.0, 22.4, 14.9
31/01/2018 11:15:00 PM,On , 24.0, 22.4, 15.1
31/01/2018 11:00:00 PM,On , 24.0, 22.4, 15.1
31/01/2018 10:45:00 PM,On , 24.0, 22.4, 15.3
31/01/2018 10:30:00 PM,On , 24.0, 22.4, 15.4
31/01/2018 10:15:00 PM,On , 24.0, 22.4, 15.5
31/01/2018 10:00:00 PM,On , 24.0, 22.8, 15.6
31/01/2018 9:45:00 PM,On , 24.0, 22.8, 15.9
31/01/2018 9:30:00 PM,On , 24.0, 23.2, 16.0
31/01/2018 9:15:00 PM,On , 24.0, 23.2, 16.0
31/01/2018 9:00:00 PM,On , 24.0, 23.2, 16.4
31/01/2018 8:45:00 PM,On , 24.0, 23.2, 16.4
31/01/2018 8:30:00 PM,On , 24.0, 23.2, 16.5
31/01/2018 8:15:00 PM,On , 24.0, 23.6, 16.7
31/01/2018 8:00:00 PM,On , 24.0, 23.6, 17.2
31/01/2018 7:45:00 PM,On , 24.0, 23.6, 17.0
31/01/2018 7:30:00 PM,On , 24.0, 23.6, 17.3
31/01/2018 7:15:00 PM,On , 24.0, 23.6, 17.8
31/01/2018 7:00:00 PM,On , 24.0, 23.6, 17.5
31/01/2018 6:45:00 PM,On , 24.0, 23.6, 17.8
31/01/2018 6:30:00 PM,On , 24.0, 24.0, 18.2
31/01/2018 6:15:00 PM,On , 24.0, 24.0, 18.2
31/01/2018 6:00:00 PM,On , 24.0, 24.0, 18.7
31/01/2018 5:45:00 PM,On , 24.0, 24.0, 18.8
31/01/2018 5:30:00 PM,On , 24.0, 24.0, 18.7
31/01/2018 5:15:00 PM,On , 24.0, 24.0, 20.0
31/01/2018 5:00:00 PM,On , 24.0, 24.0, 19.6
31/01/2018 4:45:00 PM,On , 24.0, 24.0, 20.2
31/01/2018 4:30:00 PM,On , 24.0, 24.4, 21.1
31/01/2018 4:15:00 PM,On , 24.0, 24.4, 21.3
31/01/2018 4:00:00 PM,On , 24.0, 24.0, 19.7
31/01/2018 3:45:00 PM,On , 24.0, 24.0, 19.3
31/01/2018 3:30:00 PM,On , 24.0, 24.0, 20.4
31/01/2018 3:15:00 PM,On , 24.0, 24.0, 20.7
31/01/2018 3:00:00 PM,On , 24.0, 24.0, 20.5
31/01/2018 2:45:00 PM,On , 24.0, 24.0, 20.1
31/01/2018 2:30:00 PM,On , 24.0, 24.0, 21.0
31/01/2018 2:15:00 PM,On , 24.0, 24.0, 21.2
31/01/2018 2:00:00 PM,On , 24.0, 24.0, 20.5
31/01/2018 1:45:00 PM,On , 24.0, 24.0, 20.8
31/01/2018 1:30:00 PM,On , 24.0, 24.0, 19.9
31/01/2018 1:15:00 PM,On , 24.0, 24.0, 20.4
31/01/2018 1:00:00 PM,On , 24.0, 24.0, 19.7
31/01/2018 12:45:00 PM,On , 24.0, 24.0, 21.0
31/01/2018 12:30:00 PM,On , 24.0, 24.0, 19.4
31/01/2018 12:15:00 PM,On , 24.0, 24.0, 19.8
31/01/2018 12:00:00 PM,On , 24.0, 24.0, 19.2
31/01/2018 11:45:00 AM,On , 24.0, 24.0, 18.2
31/01/2018 11:30:00 AM,On , 24.0, 24.0, 19.0
31/01/2018 11:15:00 AM,On , 24.0, 24.0, 19.0
31/01/2018 11:00:00 AM,On , 24.0, 23.6, 18.1
31/01/2018 10:45:00 AM,On , 24.0, 24.0, 18.8
31/01/2018 10:30:00 AM,On , 24.0, 24.0, 18.7
31/01/2018 10:15:00 AM,On , 24.0, 23.6, 18.2
31/01/2018 10:00:00 AM,On , 24.0, 23.6, 17.9
31/01/2018 9:45:00 AM,On , 24.0, 23.2, 17.8
31/01/2018 9:30:00 AM,On , 24.0, 23.2, 17.3
31/01/2018 9:15:00 AM,On , 24.0, 23.2, 17.1
31/01/2018 9:00:00 AM,On , 24.0, 23.2, 16.7
31/01/2018 8:45:00 AM,On , 24.0, 22.8, 16.4
31/01/2018 8:30:00 AM,On , 24.0, 22.8, 15.7
31/01/2018 8:15:00 AM,On , 24.0, 22.8, 16.4
31/01/2018 8:00:00 AM,On , 24.0, 22.8, 16.0
31/01/2018 7:45:00 AM,On , 24.0, 22.8, 16.0
31/01/2018 7:30:00 AM,On , 24.0, 22.8, 16.1
31/01/2018 7:15:00 AM,On , 24.0, 22.8, 16.0
31/01/2018 7:00:00 AM,On , 24.0, 22.4, 15.7
31/01/2018 6:45:00 AM,On , 24.0, 22.1, 15.8
31/01/2018 6:30:00 AM,On , 24.0, 22.1, 15.9
31/01/2018 6:15:00 AM,On , 24.0, 22.1, 15.7
31/01/2018 6:00:00 AM,On , 24.0, 21.7, 15.9
31/01/2018 5:45:00 AM,On , 24.0, 21.3, 15.8
31/01/2018 5:30:00 AM,On , 24.0, 21.3, 15.9
31/01/2018 5:15:00 AM,On , 24.0, 21.3, 16.0
31/01/2018 5:00:00 AM,On , 24.0, 21.3, 16.2
31/01/2018 4:45:00 AM,On , 24.0, 21.3, 16.0
31/01/2018 4:30:00 AM,On , 24.0, 21.3, 16.3
31/01/2018 4:15:00 AM,On , 24.0, 21.3, 15.9
31/01/2018 4:00:00 AM,On , 24.0, 21.3, 16.1
31/01/2018 3:45:00 AM,On , 24.0, 21.7, 16.2
31/01/2018 3:30:00 AM,On , 24.0, 21.7, 16.5
31/01/2018 3:15:00 AM,On , 24.0, 21.7, 16.3
31/01/2018 3:00:00 AM,On , 24.0, 21.7, 16.2
31/01/2018 2:45:00 AM,On , 24.0, 21.7, 16.3
31/01/2018 2:30:00 AM,On , 24.0, 21.7, 16.4
31/01/2018 2:15:00 AM,On , 24.0, 21.7, 16.5
31/01/2018 2:00:00 AM,On , 24.0, 22.1, 17.0
31/01/2018 1:45:00 AM,On , 24.0, 22.1, 16.8
31/01/2018 1:30:00 AM,On , 24.0, 22.1, 17.0
31/01/2018 1:15:00 AM,On , 24.0, 22.1, 16.9
31/01/2018 1:00:00 AM,On , 24.0, 22.1, 16.7
31/01/2018 12:45:00 AM,On , 24.0, 22.1, 16.6
31/01/2018 12:30:00 AM,On , 24.0, 22.1, 17.2
31/01/2018 12:15:00 AM,On , 24.0, 22.1, 16.8
31/01/2018 12:00:00 AM,On , 24.0, 22.1, 17.2
30/01/2018 11:45:00 PM,On , 24.0, 22.4, 17.1
30/01/2018 11:30:00 PM,On , 24.0, 22.4, 17.0
30/01/2018 11:15:00 PM,On , 24.0, 22.4, 17.3
30/01/2018 11:00:00 PM,On , 24.0, 22.4, 17.3
30/01/2018 10:45:00 PM,On , 24.0, 22.4, 17.3
30/01/2018 10:30:00 PM,On , 24.0, 22.4, 17.4
30/01/2018 10:15:00 PM,On , 24.0, 22.4, 17.3
30/01/2018 10:00:00 PM,On , 24.0, 22.8, 17.3
30/01/2018 9:45:00 PM,On , 24.0, 22.8, 17.1
30/01/2018 9:30:00 PM,On , 24.0, 22.8, 17.3
30/01/2018 9:15:00 PM,On , 24.0, 22.8, 17.4
30/01/2018 9:00:00 PM,On , 24.0, 22.8, 17.6
30/01/2018 8:45:00 PM,On , 24.0, 22.8, 17.7
30/01/2018 8:30:00 PM,On , 24.0, 22.8, 18.0
30/01/2018 8:15:00 PM,On , 24.0, 22.4, 18.2
30/01/2018 8:00:00 PM,On , 24.0, 22.4, 18.3
30/01/2018 7:45:00 PM,On , 24.0, 22.1, 18.4
30/01/2018 7:30:00 PM,On , 24.0, 22.4, 18.2
30/01/2018 7:15:00 PM,On , 24.0, 22.4, 18.7
30/01/2018 7:00:00 PM,On , 24.0, 22.8, 19.0
30/01/2018 6:45:00 PM,On , 24.0, 22.8, 19.0
30/01/2018 6:30:00 PM,On , 24.0, 22.8, 19.4
30/01/2018 6:15:00 PM,On , 24.0, 23.2, 19.7
30/01/2018 6:00:00 PM,On , 24.0, 23.2, 20.0
30/01/2018 5:45:00 PM,On , 24.0, 23.6, 20.2
30/01/2018 5:30:00 PM,On , 24.0, 23.6, 19.6
30/01/2018 5:15:00 PM,On , 24.0, 23.6, 19.9
30/01/2018 5:00:00 PM,On , 24.0, 23.6, 19.9
30/01/2018 4:45:00 PM,On , 24.0, 23.6, 20.2
30/01/2018 4:30:00 PM,On , 24.0, 23.6, 20.3
30/01/2018 4:15:00 PM,On , 24.0, 23.6, 20.1
30/01/2018 4:00:00 PM,On , 24.0, 23.2, 20.9
30/01/2018 3:45:00 PM,On , 24.0, 23.6, 20.4
30/01/2018 3:30:00 PM,On , 24.0, 24.0, 20.7
30/01/2018 3:15:00 PM,On , 24.0, 23.6, 21.3
30/01/2018 3:00:00 PM,On , 24.0, 24.0, 21.9
30/01/2018 2:45:00 PM,On , 24.0, 24.0, 22.1
30/01/2018 2:30:00 PM,On , 24.0, 24.0, 21.4
30/01/2018 2:15:00 PM,On , 24.0, 23.6, 21.2
30/01/2018 2:00:00 PM,On , 24.0, 23.6, 20.8
30/01/2018 1:45:00 PM,On , 24.0, 23.6, 19.8
30/01/2018 1:30:00 PM,On , 24.0, 23.6, 19.9
30/01/2018 1:15:00 PM,On , 24.0, 23.6, 20.2
30/01/2018 1:00:00 PM,On , 24.0, 23.6, 21.6
30/01/2018 12:45:00 PM,On , 24.0, 23.6, 21.4
30/01/2018 12:30:00 PM,On , 24.0, 23.6, 21.8
30/01/2018 12:15:00 PM,On , 24.0, 24.0, 21.1
30/01/2018 12:00:00 PM,On , 24.0, 24.4, 22.1
30/01/2018 11:45:00 AM,On , 24.0, 24.4, 20.7
30/01/2018 11:30:00 AM,On , 24.0, 24.4, 19.8
30/01/2018 11:15:00 AM,On , 24.0, 24.4, 19.4
30/01/2018 11:00:00 AM,On , 24.0, 24.0, 19.3
30/01/2018 10:45:00 AM,On , 24.0, 24.0, 19.3
30/01/2018 10:30:00 AM,On , 24.0, 24.0, 18.8
30/01/2018 10:15:00 AM,On , 24.0, 24.0, 18.0
30/01/2018 10:00:00 AM,On , 24.0, 24.0, 17.9
30/01/2018 9:45:00 AM,On , 24.0, 23.6, 17.8
30/01/2018 9:30:00 AM,On , 24.0, 23.6, 17.4
30/01/2018 9:15:00 AM,On , 24.0, 23.6, 17.0
30/01/2018 9:00:00 AM,On , 24.0, 23.6, 16.8
30/01/2018 8:45:00 AM,On , 24.0, 23.6, 16.7
30/01/2018 8:30:00 AM,On , 24.0, 23.2, 16.8
30/01/2018 8:15:00 AM,On , 24.0, 23.2, 17.0
30/01/2018 8:00:00 AM,On , 24.0, 23.2, 17.0
30/01/2018 7:45:00 AM,On , 24.0, 23.2, 16.9
30/01/2018 7:30:00 AM,On , 24.0, 23.2, 16.9
30/01/2018 7:15:00 AM,On , 24.0, 23.2, 16.4
30/01/2018 7:00:00 AM,On , 24.0, 23.6, 16.2
30/01/2018 6:45:00 AM,On , 24.0, 23.6, 16.2
30/01/2018 6:30:00 AM,On , 24.0, 23.6, 16.3
30/01/2018 6:15:00 AM,On , 24.0, 23.6, 16.3
30/01/2018 6:00:00 AM,On , 24.0, 24.0, 16.5
30/01/2018 5:45:00 AM,On , 24.0, 24.0, 16.7
30/01/2018 5:30:00 AM,On , 24.0, 24.0, 16.9
30/01/2018 5:15:00 AM,On , 24.0, 24.0, 16.9
30/01/2018 5:00:00 AM,On , 24.0, 24.0, 17.1
30/01/2018 4:45:00 AM,On , 24.0, 24.0, 17.0
30/01/2018 4:30:00 AM,On , 24.0, 24.0, 17.0
30/01/2018 4:15:00 AM,On , 24.0, 24.0, 17.3
30/01/2018 4:00:00 AM,On , 24.0, 24.0, 17.4
30/01/2018 3:45:00 AM,On , 24.0, 24.0, 17.6
30/01/2018 3:30:00 AM,On , 24.0, 24.0, 17.8
30/01/2018 3:15:00 AM,On , 24.0, 24.4, 17.9
30/01/2018 3:00:00 AM,On , 24.0, 24.4, 18.1
30/01/2018 2:45:00 AM,On , 24.0, 24.4, 18.3
30/01/2018 2:30:00 AM,On , 24.0, 24.4, 18.2
30/01/2018 2:15:00 AM,On , 24.0, 24.4, 18.2
30/01/2018 2:00:00 AM,On , 24.0, 24.4, 18.6
30/01/2018 1:45:00 AM,On , 24.0, 24.8, 18.9
30/01/2018 1:30:00 AM,On , 24.0, 24.8, 19.0
30/01/2018 1:15:00 AM,On , 24.0, 24.8, 19.1
30/01/2018 1:00:00 AM,On , 24.0, 24.8, 19.3
30/01/2018 12:45:00 AM,On , 24.0, 24.8, 19.3
30/01/2018 12:30:00 AM,On , 24.0, 25.2, 19.6
30/01/2018 12:15:00 AM,On , 24.0, 25.2, 19.6
30/01/2018 12:00:00 AM,On , 24.0, 25.2, 19.7
29/01/2018 11:45:00 PM,On , 24.0, 25.2, 20.0
29/01/2018 11:30:00 PM,On , 24.0, 25.2, 20.4
29/01/2018 11:15:00 PM,On , 24.0, 25.2, 20.7
29/01/2018 11:00:00 PM,On , 24.0, 25.2, 21.0
29/01/2018 10:45:00 PM,On , 24.0, 25.6, 20.9
29/01/2018 10:30:00 PM,On , 24.0, 25.6, 20.7
29/01/2018 10:15:00 PM,On , 24.0, 25.6, 21.0
29/01/2018 10:00:00 PM,On , 24.0, 25.6, 21.1
29/01/2018 9:45:00 PM,On , 24.0, 25.6, 21.2
29/01/2018 9:30:00 PM,On , 24.0, 25.6, 21.1
29/01/2018 9:15:00 PM,On , 24.0, 26.0, 21.1
29/01/2018 9:00:00 PM,On , 24.0, 26.0, 21.1
29/01/2018 8:45:00 PM,On , 24.0, 26.0, 21.6
29/01/2018 8:30:00 PM,On , 24.0, 26.0, 21.9
29/01/2018 8:15:00 PM,On , 24.0, 26.0, 22.3
29/01/2018 8:00:00 PM,On , 24.0, 26.0, 22.3
29/01/2018 7:45:00 PM,On , 24.0, 26.0, 22.3
29/01/2018 7:30:00 PM,On , 24.0, 26.0, 22.8
29/01/2018 7:15:00 PM,On , 24.0, 26.0, 22.6
29/01/2018 7:00:00 PM,On , 24.0, 26.0, 22.7
29/01/2018 6:45:00 PM,On , 24.0, 26.0, 23.0
29/01/2018 6:30:00 PM,On , 24.0, 26.0, 23.4
29/01/2018 6:15:00 PM,On , 24.0, 26.0, 23.3
29/01/2018 6:00:00 PM,On , 24.0, 26.0, 23.4
29/01/2018 5:45:00 PM,On , 24.0, 26.0, 23.4
29/01/2018 5:30:00 PM,On , 24.0, 26.0, 23.7
29/01/2018 5:15:00 PM,On , 24.0, 26.0, 24.2
29/01/2018 5:00:00 PM,On , 24.0, 26.0, 24.6
29/01/2018 4:45:00 PM,On , 24.0, 26.0, 25.9
29/01/2018 4:30:00 PM,On , 24.0, 26.0, 26.8
29/01/2018 4:15:00 PM,On , 24.0, 26.0, 26.7
29/01/2018 4:00:00 PM,On , 24.0, 26.0, 26.7
29/01/2018 3:45:00 PM,On , 24.0, 26.4, 27.2
29/01/2018 3:30:00 PM,On , 24.0, 26.4, 28.2
29/01/2018 3:15:00 PM,On , 24.0, 26.4, 27.6
29/01/2018 3:00:00 PM,On , 24.0, 26.8, 29.3
29/01/2018 2:45:00 PM,On , 24.0, 26.4, 32.3
29/01/2018 2:30:00 PM,On , 24.0, 26.0, 31.6
29/01/2018 2:15:00 PM,On , 24.0, 26.4, 33.7
29/01/2018 2:00:00 PM,On , 24.0, 26.4, 33.7
29/01/2018 1:45:00 PM,On , 24.0, 26.8, 34.7
29/01/2018 1:30:00 PM,On , 24.0, 26.8, 34.1
29/01/2018 1:15:00 PM,On , 24.0, 26.8, 33.5
29/01/2018 1:00:00 PM,On , 24.0, 26.4, 33.0
29/01/2018 12:45:00 PM,On , 24.0, 26.8, 32.8
29/01/2018 12:30:00 PM,On , 24.0, 26.8, 32.9
29/01/2018 12:15:00 PM,On , 24.0, 26.8, 32.8
29/01/2018 12:00:00 PM,On , 24.0, 27.2, 32.1
29/01/2018 11:45:00 AM,On , 24.0, 27.2, 32.6
29/01/2018 11:30:00 AM,On , 24.0, 27.2, 32.1
29/01/2018 11:15:00 AM,On , 24.0, 27.2, 31.5
29/01/2018 11:00:00 AM,On , 24.0, 27.2, 30.6
29/01/2018 10:45:00 AM,On , 24.0, 27.2, 30.6
29/01/2018 10:30:00 AM,On , 24.0, 27.6, 30.6
29/01/2018 10:15:00 AM,On , 24.0, 28.1, 30.3
29/01/2018 10:00:00 AM,On , 24.0, 28.1, 30.2
29/01/2018 9:45:00 AM,On , 24.0, 28.1, 30.1
29/01/2018 9:30:00 AM,On , 24.0, 28.1, 29.8
29/01/2018 9:15:00 AM,On , 24.0, 28.1, 29.8
29/01/2018 9:00:00 AM,On , 24.0, 28.5, 29.9
29/01/2018 8:45:00 AM,On , 24.0, 28.5, 29.8
29/01/2018 8:30:00 AM,On , 24.0, 28.9, 29.5
29/01/2018 8:15:00 AM,On , 24.0, 29.7, 29.4
29/01/2018 8:00:00 AM,On , 24.0, 29.7, 29.3
29/01/2018 7:45:00 AM,On , 24.0, 30.1, 29.2
29/01/2018 7:30:00 AM,On , 24.0, 31.0, 29.0
29/01/2018 7:15:00 AM,On , 24.0, 31.4, 29.0
29/01/2018 7:00:00 AM,On , 24.0, 32.6, 28.7
29/01/2018 6:45:00 AM,Off, 24.0, 34.8, 28.8
29/01/2018 6:30:00 AM,Off, 24.0, 35.3, 28.9
29/01/2018 6:15:00 AM,Off, 24.0, 35.7, 28.9
29/01/2018 6:00:00 AM,Off, 24.0, 35.7, 29.1
29/01/2018 5:45:00 AM,Off, 24.0, 35.7, 29.3
29/01/2018 5:30:00 AM,Off, 24.0, 35.7, 29.5
29/01/2018 5:15:00 AM,Off, 24.0, 35.7, 29.7
29/01/2018 5:00:00 AM,Off, 24.0, 35.7, 29.8
29/01/2018 4:45:00 AM,Off, 24.0, 35.7, 29.9
29/01/2018 4:30:00 AM,Off, 24.0, 36.2, 30.1
29/01/2018 4:15:00 AM,Off, 24.0, 36.2, 29.9
29/01/2018 4:00:00 AM,Off, 24.0, 36.2, 30.0
29/01/2018 3:45:00 AM,Off, 24.0, 36.2, 30.1
29/01/2018 3:30:00 AM,Off, 24.0, 36.2, 30.4
29/01/2018 3:15:00 AM,Off, 24.0, 36.2, 30.6
29/01/2018 3:00:00 AM,Off, 24.0, 36.2, 30.6
29/01/2018 2:45:00 AM,Off, 24.0, 36.2, 30.7
29/01/2018 2:30:00 AM,Off, 24.0, 36.2, 30.8
29/01/2018 2:15:00 AM,Off, 24.0, 36.6, 31.0
29/01/2018 2:00:00 AM,Off, 24.0, 36.6, 31.2
29/01/2018 1:45:00 AM,Off, 24.0, 36.6, 31.6
29/01/2018 1:30:00 AM,Off, 24.0, 36.6, 31.6
29/01/2018 1:15:00 AM,Off, 24.0, 36.6, 31.6
29/01/2018 1:00:00 AM,Off, 24.0, 36.6, 31.8
29/01/2018 12:45:00 AM,Off, 24.0, 36.6, 31.9
29/01/2018 12:30:00 AM,Off, 24.0, 36.6, 32.0
29/01/2018 12:15:00 AM,Off, 24.0, 37.1, 32.0
29/01/2018 12:00:00 AM,Off, 24.0, 37.1, 31.7
28/01/2018 11:45:00 PM,Off, 24.0, 37.1, 32.1
28/01/2018 11:30:00 PM,Off, 24.0, 37.1, 32.1
28/01/2018 11:15:00 PM,Off, 24.0, 37.1, 32.2
28/01/2018 11:00:00 PM,Off, 24.0, 37.1, 32.5
28/01/2018 10:45:00 PM,Off, 24.0, 37.1, 32.7
28/01/2018 10:30:00 PM,Off, 24.0, 37.1, 32.9
28/01/2018 10:15:00 PM,Off, 24.0, 37.1, 33.1
28/01/2018 10:00:00 PM,Off, 24.0, 37.5, 33.6
28/01/2018 9:45:00 PM,Off, 24.0, 37.5, 34.1
28/01/2018 9:30:00 PM,Off, 24.0, 37.5, 34.7
28/01/2018 9:15:00 PM,Off, 24.0, 37.5, 34.8
28/01/2018 9:00:00 PM,Off, 24.0, 37.5, 35.0
28/01/2018 8:45:00 PM,Off, 24.0, 37.5, 35.4
28/01/2018 8:30:00 PM,Off, 24.0, 37.5, 35.6
28/01/2018 8:15:00 PM,Off, 24.0, 37.5, 36.1
28/01/2018 8:00:00 PM,Off, 24.0, 37.1, 36.4
28/01/2018 7:45:00 PM,Off, 24.0, 37.1, 36.8
28/01/2018 7:30:00 PM,Off, 24.0, 37.1, 36.9
28/01/2018 7:15:00 PM,Off, 24.0, 37.1, 37.3
28/01/2018 7:00:00 PM,Off, 24.0, 37.1, 37.3
28/01/2018 6:45:00 PM,Off, 24.0, 37.1, 37.4
28/01/2018 6:30:00 PM,Off, 24.0, 36.6, 37.6
28/01/2018 6:15:00 PM,Off, 24.0, 36.6, 37.4
28/01/2018 6:00:00 PM,Off, 24.0, 36.6, 37.3
28/01/2018 5:45:00 PM,Off, 24.0, 36.6, 38.0
28/01/2018 5:30:00 PM,Off, 24.0, 36.6, 37.6
28/01/2018 5:15:00 PM,Off, 24.0, 36.2, 38.1
28/01/2018 5:00:00 PM,Off, 24.0, 36.2, 37.8
28/01/2018 4:45:00 PM,Off, 24.0, 36.2, 37.4
28/01/2018 4:30:00 PM,Off, 24.0, 36.2, 37.7
28/01/2018 4:15:00 PM,Off, 24.0, 35.7, 37.3
28/01/2018 4:00:00 PM,Off, 24.0, 35.7, 37.7
28/01/2018 3:45:00 PM,Off, 24.0, 35.7, 38.1
28/01/2018 3:30:00 PM,Off, 24.0, 35.7, 38.0
28/01/2018 3:15:00 PM,Off, 24.0, 35.3, 37.0
28/01/2018 3:00:00 PM,Off, 24.0, 35.3, 38.4
28/01/2018 2:45:00 PM,Off, 24.0, 35.3, 37.8
28/01/2018 2:30:00 PM,Off, 24.0, 34.8, 37.7
28/01/2018 2:15:00 PM,Off, 24.0, 34.8, 37.0
28/01/2018 2:00:00 PM,Off, 24.0, 34.8, 39.1
28/01/2018 1:45:00 PM,Off, 24.0, 34.8, 36.7
28/01/2018 1:30:00 PM,Off, 24.0, 34.4, 36.1
28/01/2018 1:15:00 PM,Off, 24.0, 34.4, 36.0
28/01/2018 1:00:00 PM,Off, 24.0, 34.4, 35.5
28/01/2018 12:45:00 PM,On , 24.0, 34.4, 35.9
28/01/2018 12:30:00 PM,On , 24.0, 33.9, 35.1
28/01/2018 12:15:00 PM,On , 24.0, 33.9, 35.1
28/01/2018 12:00:00 PM,On , 24.0, 33.9, 34.5
28/01/2018 11:45:00 AM,On , 24.0, 33.9, 33.5
28/01/2018 11:30:00 AM,On , 24.0, 33.5, 33.1
28/01/2018 11:15:00 AM,On , 24.0, 33.5, 32.9
28/01/2018 11:00:00 AM,On , 24.0, 33.5, 32.9
28/01/2018 10:45:00 AM,On , 24.0, 33.5, 31.9
28/01/2018 10:30:00 AM,On , 24.0, 33.1, 31.8
28/01/2018 10:15:00 AM,On , 24.0, 33.1, 31.6
28/01/2018 10:00:00 AM,On , 24.0, 33.1, 31.0
28/01/2018 9:45:00 AM,On , 24.0, 33.1, 30.5
28/01/2018 9:30:00 AM,On , 24.0, 33.1, 30.0
28/01/2018 9:15:00 AM,On , 24.0, 33.1, 29.7
28/01/2018 9:00:00 AM,On , 24.0, 32.6, 29.3
28/01/2018 8:45:00 AM,On , 24.0, 32.6, 29.0
28/01/2018 8:30:00 AM,On , 24.0, 32.6, 28.6
28/01/2018 8:15:00 AM,On , 24.0, 32.6, 28.4
28/01/2018 8:00:00 AM,On , 24.0, 32.6, 28.1
28/01/2018 7:45:00 AM,On , 24.0, 32.5, 27.8
28/01/2018 7:30:00 AM,On , 24.0, 32.5, 27.2
28/01/2018 7:15:00 AM,On , 24.0, 32.4, 27.1
28/01/2018 7:00:00 AM,On , 24.0, 32.4, 26.8
28/01/2018 6:45:00 AM,On , 24.0, 32.3, 26.7
28/01/2018 6:30:00 AM,On , 24.0, 32.3, 26.5
28/01/2018 6:15:00 AM,On , 24.0, 32.2, 26.6
28/01/2018 6:00:00 AM,On , 24.0, 32.2, 26.6
28/01/2018 5:45:00 AM,On , 24.0, 32.1, 26.5
28/01/2018 5:30:00 AM,On , 24.0, 32.1, 26.3
28/01/2018 5:15:00 AM,On , 24.0, 32.0, 25.7
28/01/2018 5:00:00 AM,On , 24.0, 32.0, 25.8
28/01/2018 4:45:00 AM,On , 24.0, 31.9, 25.2
28/01/2018 4:30:00 AM,On , 24.0, 31.9, 25.2
28/01/2018 4:15:00 AM,On , 24.0, 31.9, 25.1
28/01/2018 4:00:00 AM,On , 24.0, 31.8, 25.0
28/01/2018 3:45:00 AM,On , 24.0, 31.8, 24.5
28/01/2018 3:30:00 AM,On , 24.0, 31.7, 24.2
28/01/2018 3:15:00 AM,On , 24.0, 31.7, 24.4
28/01/2018 3:00:00 AM,On , 24.0, 31.6, 24.0
28/01/2018 2:45:00 AM,On , 24.0, 31.6, 23.9
28/01/2018 2:30:00 AM,On , 24.0, 31.5, 23.8
28/01/2018 2:15:00 AM,On , 24.0, 31.5, 23.7
28/01/2018 2:00:00 AM,On , 24.0, 31.4, 23.7
28/01/2018 1:45:00 AM,On , 24.0, 31.4, 23.7
28/01/2018 1:30:00 AM,On , 24.0, 31.3, 23.7
28/01/2018 1:15:00 AM,On , 24.0, 31.3, 24.3
28/01/2018 1:00:00 AM,On , 24.0, 31.2, 24.9
28/01/2018 12:45:00 AM,On , 24.0, 31.2, 25.3
28/01/2018 12:30:00 AM,On , 24.0, 31.2, 25.8
28/01/2018 12:15:00 AM,On , 24.0, 31.1, 26.6
28/01/2018 12:00:00 AM,On , 24.0, 31.1, 27.0
27/01/2018 11:45:00 PM,On , 24.0, 31.0, 27.0
27/01/2018 11:30:00 PM,On , 24.0, 31.0, 27.3
27/01/2018 11:15:00 PM,On , 24.0, 30.9, 27.2
27/01/2018 11:00:00 PM,On , 24.0, 30.9, 27.4
27/01/2018 10:45:00 PM,On , 24.0, 30.8, 27.4
27/01/2018 10:30:00 PM,On , 24.0, 30.8, 27.5
27/01/2018 10:15:00 PM,On , 24.0, 30.7, 27.6
27/01/2018 10:00:00 PM,On , 24.0, 30.7, 27.9
27/01/2018 9:45:00 PM,On , 24.0, 30.6, 28.0
27/01/2018 9:30:00 PM,On , 24.0, 30.6, 28.5
27/01/2018 9:15:00 PM,On , 24.0, 30.5, 29.0
27/01/2018 9:00:00 PM,On , 24.0, 30.5, 29.2
27/01/2018 8:45:00 PM,On , 24.0, 30.4, 29.6
27/01/2018 8:30:00 PM,On , 24.0, 30.4, 30.0
27/01/2018 8:15:00 PM,On , 24.0, 30.4, 30.3
27/01/2018 8:00:00 PM,On , 24.0, 30.3, 30.7
27/01/2018 7:45:00 PM,On , 24.0, 30.3, 31.3
27/01/2018 7:30:00 PM,On , 24.0, 30.2, 31.8
27/01/2018 7:15:00 PM,On , 24.0, 30.2, 32.1
27/01/2018 7:00:00 PM,On , 24.0, 30.1, 32.3
27/01/2018 6:45:00 PM,On , 24.0, 30.1, 32.6
27/01/2018 6:30:00 PM,On , 24.0, 30.0, 33.3
27/01/2018 6:15:00 PM,On , 24.0, 30.0, 33.7
27/01/2018 6:00:00 PM,On , 24.0, 29.9, 34.0
27/01/2018 5:45:00 PM,On , 24.0, 29.9, 34.9
27/01/2018 5:30:00 PM,On , 24.0, 29.8, 35.4
27/01/2018 5:15:00 PM,On , 24.0, 29.8, 35.2
27/01/2018 5:00:00 PM,On , 24.0, 29.7, 35.3
27/01/2018 4:45:00 PM,On , 24.0, 29.7, 35.3
27/01/2018 4:30:00 PM,On , 24.0, 29.7, 35.3
27/01/2018 4:15:00 PM,On , 24.0, 29.6, 34.9
27/01/2018 4:00:00 PM,On , 24.0, 29.6, 35.1
27/01/2018 3:45:00 PM,On , 24.0, 29.5, 36.4
27/01/2018 3:30:00 PM,On , 24.0, 29.5, 35.7
27/01/2018 3:15:00 PM,On , 24.0, 29.4, 35.7
